gene,old_rank,new_rank,rank_shift,regpower_eb_mean,guide_corr,donor_corr,single_guide_frac,repro_weight,reweighted_score,donor_metadata,n_guides_med,peak_condition
C1orf43,4295,4329,-34,-2.0691,0.083,,0.0,0.406,-0.8401,ausente (peso neutral),2.0,Rest
PRKCB,4524,4330,194,-2.1492,0.043,,0.0,0.391,-0.8403,ausente (peso neutral),2.0,Rest
ABCA2,4800,4331,469,-2.241,-0.004,,0.0,0.375,-0.8404,ausente (peso neutral),2.0,Stim8hr
GADD45A,4368,4332,36,-2.091,0.073,,0.0,0.402,-0.8406,ausente (peso neutral),2.0,Stim8hr
TRIM22,4117,4333,-216,-2.0014,0.121,,0.0,0.42,-0.8406,ausente (peso neutral),2.0,Stim48hr
HDAC5,4705,4334,371,-2.2067,0.015,,0.0,0.381,-0.8408,ausente (peso neutral),2.0,Rest
BOD1,4239,4335,-96,-2.056,0.09,,0.0,0.409,-0.8409,ausente (peso neutral),2.0,Rest
HSH2D,4248,4336,-88,-2.056,0.09,,0.0,0.409,-0.8409,ausente (peso neutral),2.0,Stim48hr
ZNF256,4611,4337,274,-2.1857,0.027,,0.0,0.385,-0.8415,ausente (peso neutral),2.0,Stim8hr
ITGAX,4392,4338,54,-2.1039,0.066,,0.0,0.4,-0.8416,ausente (peso neutral),2.0,Stim48hr
MED25,4564,4339,225,-2.1637,0.038,,0.0,0.389,-0.8417,ausente (peso neutral),2.0,Stim8hr
RWDD1,4341,4340,1,-2.0835,0.077,,0.0,0.404,-0.8417,ausente (peso neutral),2.0,Stim48hr
VPS13A,4353,4341,12,-2.0885,0.049,0.537,0.0,0.403,-0.8417,presente,2.0,Stim48hr
TAPT1,4689,4342,347,-2.1981,0.02,,0.0,0.383,-0.8419,ausente (peso neutral),2.0,Stim48hr
GCLM,4694,4343,351,-2.1981,0.022,,0.0,0.383,-0.8419,ausente (peso neutral),2.0,Stim8hr
SMARCC2,4062,4344,-282,-1.981,0.133,,0.0,0.425,-0.8419,ausente (peso neutral),2.0,Stim8hr
TMEM186,3025,4345,-1320,-1.586,0.127,0.885,0.0,0.531,-0.8422,presente,2.0,Stim8hr
MOB3A,4348,4346,2,-2.0852,0.076,,0.0,0.404,-0.8424,ausente (peso neutral),2.0,Rest
SLFN5,4520,4347,173,-2.1492,0.046,,0.0,0.392,-0.8425,ausente (peso neutral),2.0,Rest
CFAP36,4504,4348,156,-2.1331,0.053,,0.0,0.395,-0.8426,ausente (peso neutral),2.0,Stim8hr
CRBN,3916,4349,-433,-1.9328,0.163,,0.0,0.436,-0.8427,ausente (peso neutral),2.0,Rest
POGLUT2,4271,4350,-79,-2.0626,0.092,,0.0,0.409,-0.8436,ausente (peso neutral),2.0,Stim48hr
MYO1G,4813,4351,462,-2.2507,-0.031,,0.0,0.375,-0.844,ausente (peso neutral),2.0,Stim48hr
ZFAND5,7803,4352,3451,-3.161,0.186,,1.0,0.267,-0.844,ausente (peso neutral),1.0,Rest
GCDH,4350,4353,-3,-2.0852,0.08,,0.0,0.405,-0.8445,ausente (peso neutral),2.0,Rest
NDUFC2,4495,4354,141,-2.1331,0.056,,0.0,0.396,-0.8447,ausente (peso neutral),2.0,Stim48hr
CNKSR2,4503,4355,148,-2.1331,0.057,,0.0,0.396,-0.8447,ausente (peso neutral),2.0,Stim8hr
RAB5C,4177,4356,-179,-2.026,0.111,,0.0,0.417,-0.8448,ausente (peso neutral),2.0,Stim48hr
ITFG1,4516,4357,159,-2.1451,0.052,,0.0,0.394,-0.8452,ausente (peso neutral),2.0,Rest
AIDA,5731,4358,1373,-2.5085,,,1.0,0.337,-0.8454,ausente (peso neutral),1.0,Rest
ERLEC1,5723,4359,1364,-2.5085,,,1.0,0.337,-0.8454,ausente (peso neutral),1.0,Stim48hr
MTFR2,3794,4360,-566,-1.8793,,,0.5,0.45,-0.8457,ausente (peso neutral),1.5,Stim48hr
TTLL12,4328,4361,-33,-2.0787,0.085,,0.0,0.407,-0.846,ausente (peso neutral),2.0,Stim8hr
ZNF550,4326,4362,-36,-2.0787,0.085,,0.0,0.407,-0.846,ausente (peso neutral),2.0,Stim48hr
RSRC2,4827,4363,464,-2.2562,-0.008,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Rest
TMEM209,4846,4364,482,-2.2562,-0.011,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Rest
NSMF,4877,4365,512,-2.2562,0.0,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Rest
TMEM143,4836,4366,470,-2.2562,-0.071,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Rest
MID1IP1,4857,4367,490,-2.2562,-0.02,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Rest
BBS2,4833,4368,465,-2.2562,-0.062,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Stim48hr
PBX3,4837,4369,468,-2.2562,-0.04,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Rest
CTSW,4853,4370,483,-2.2562,-0.019,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Stim48hr
DNAJC5,4844,4371,473,-2.2562,-0.018,,0.0,0.375,-0.8461,ausente (peso neutral),2.0,Rest
MAP3K1,3653,4372,-719,-1.8437,0.053,0.741,0.0,0.459,-0.8463,presente,2.0,Stim8hr
LDB1,4468,4373,95,-2.1331,0.058,,0.0,0.397,-0.8468,ausente (peso neutral),2.0,Stim48hr
FBXO6,4793,4374,419,-2.2407,0.009,,0.0,0.378,-0.847,ausente (peso neutral),2.0,Stim8hr
IFT56,4912,4375,537,-2.2598,-0.002,,0.0,0.375,-0.8474,ausente (peso neutral),2.0,Stim48hr
GAPVD1,4129,4376,-247,-2.0082,0.125,,0.0,0.422,-0.8475,ausente (peso neutral),2.0,Stim48hr
B4GALT7,4405,4377,28,-2.1039,0.074,,0.0,0.403,-0.8479,ausente (peso neutral),2.0,Stim8hr
SAMD9,4310,4378,-68,-2.0787,0.087,,0.0,0.408,-0.8481,ausente (peso neutral),2.0,Stim48hr
OAZ2,4863,4379,484,-2.2562,0.003,,0.0,0.376,-0.8483,ausente (peso neutral),2.0,Rest
RAB7A,4293,4380,-87,-2.0648,0.097,,0.0,0.411,-0.8486,ausente (peso neutral),2.0,Rest
EIF2AK2,3973,4381,-408,-1.9555,0.158,,0.0,0.434,-0.8487,ausente (peso neutral),2.0,Stim8hr
TBC1D22A,4527,4382,145,-2.1492,0.054,,0.0,0.395,-0.8489,ausente (peso neutral),2.0,Rest
E2F4,4226,4383,-157,-2.0455,0.018,0.629,0.0,0.415,-0.8489,presente,2.0,Stim48hr
VPS26A,4190,4384,-194,-2.026,0.118,,0.0,0.419,-0.8489,ausente (peso neutral),2.0,Rest
SLC35D2,3706,4385,-679,-1.8461,0.031,0.785,0.0,0.46,-0.8492,presente,2.0,Rest
ASCC1,4588,4386,202,-2.1836,0.036,,0.0,0.389,-0.8494,ausente (peso neutral),2.0,Stim48hr
TPMT,4423,4387,36,-2.1131,0.071,,0.0,0.402,-0.8495,ausente (peso neutral),2.0,Stim8hr
SLC49A4,5751,4388,1363,-2.5209,,,1.0,0.337,-0.8495,ausente (peso neutral),1.0,Stim8hr
CLU,4277,4389,-112,-2.0626,0.1,,0.0,0.412,-0.8498,ausente (peso neutral),2.0,Stim48hr
ARSB,4284,4390,-106,-2.0626,,,0.67,0.412,-0.8498,ausente (peso neutral),1.0,Stim8hr
HSPB1,4109,4391,-282,-1.9998,0.133,,0.0,0.425,-0.8499,ausente (peso neutral),2.0,Stim8hr
ELAPOR1,4403,4392,11,-2.1039,0.077,,0.0,0.404,-0.85,ausente (peso neutral),2.0,Stim48hr
GGNBP2,4232,4393,-161,-2.0481,0.107,,0.0,0.415,-0.85,ausente (peso neutral),2.0,Stim8hr
SMOX,4400,4394,6,-2.1039,0.077,,0.0,0.404,-0.85,ausente (peso neutral),2.0,Stim48hr
ZNF697,4393,4395,-2,-2.1039,0.077,,0.0,0.404,-0.85,ausente (peso neutral),2.0,Stim48hr
BET1L,4747,4396,351,-2.2257,0.018,,0.0,0.382,-0.8502,ausente (peso neutral),2.0,Stim48hr
TIMM10B,4314,4397,-83,-2.0787,0.091,,0.0,0.409,-0.8502,ausente (peso neutral),2.0,Stim8hr
ARL4C,4665,4398,267,-2.1857,0.037,,0.0,0.389,-0.8502,ausente (peso neutral),2.0,Stim48hr
SETD3,4918,4399,519,-2.2671,-0.046,,0.0,0.375,-0.8502,ausente (peso neutral),2.0,Rest
CYBC1,4023,4400,-377,-1.9684,0.151,,0.0,0.432,-0.8503,ausente (peso neutral),2.0,Stim48hr
TMEM175,5782,4401,1381,-2.523,,,1.0,0.337,-0.8503,ausente (peso neutral),1.0,Stim8hr
RHOT2,3997,4402,-405,-1.9555,0.161,,0.0,0.435,-0.8506,ausente (peso neutral),2.0,Stim8hr
ST20,4164,4403,-239,-2.0205,0.122,,0.0,0.421,-0.8506,ausente (peso neutral),2.0,Stim8hr
RBL1,2891,4404,-1513,-1.5135,,,0.0,0.562,-0.8506,ausente (peso neutral),2.0,Stim8hr
ATP10A,4886,4405,481,-2.2562,0.004,,0.0,0.377,-0.8506,ausente (peso neutral),2.0,Stim48hr
RELB,4864,4406,458,-2.2562,0.005,,0.0,0.377,-0.8506,ausente (peso neutral),2.0,Rest
C2CD3,4384,4407,-23,-2.1008,0.08,,0.0,0.405,-0.8508,ausente (peso neutral),2.0,Stim8hr
MYO19,4519,4408,111,-2.1486,0.056,,0.0,0.396,-0.8508,ausente (peso neutral),2.0,Stim8hr
NKRF,4716,4409,307,-2.2157,0.025,,0.0,0.384,-0.8508,ausente (peso neutral),2.0,Stim48hr
ARFGAP3,4178,4410,-232,-2.026,0.119,,0.0,0.42,-0.8509,ausente (peso neutral),2.0,Rest
IFT57,4542,4411,131,-2.1492,0.056,,0.0,0.396,-0.8511,ausente (peso neutral),2.0,Rest
ANAPC15,4488,4412,76,-2.1331,0.063,,0.0,0.399,-0.8511,ausente (peso neutral),2.0,Rest
E2F8,3299,4413,-1114,-1.7448,,,0.33,0.488,-0.8515,ausente (peso neutral),2.0,Stim48hr
PRICKLE3,4282,4414,-132,-2.0626,0.101,,0.0,0.413,-0.8519,ausente (peso neutral),2.0,Stim48hr
TDP1,4919,4415,504,-2.2718,-0.014,,0.0,0.375,-0.8519,ausente (peso neutral),2.0,Stim48hr
MIER2,4155,4416,-261,-2.0099,0.13,,0.0,0.424,-0.8522,ausente (peso neutral),2.0,Rest
EPSTI1,4327,4417,-90,-2.0787,0.094,,0.0,0.41,-0.8523,ausente (peso neutral),2.0,Stim8hr
MKKS,4319,4418,-99,-2.0787,0.093,,0.0,0.41,-0.8523,ausente (peso neutral),2.0,Stim8hr
AKT1,4437,4419,18,-2.1152,0.073,,0.0,0.403,-0.8524,ausente (peso neutral),2.0,Stim48hr
SUMF1,4613,4420,193,-2.1857,0.04,,0.0,0.39,-0.8524,ausente (peso neutral),2.0,Stim48hr
IFI44L,4618,4421,197,-2.1857,0.039,,0.0,0.39,-0.8524,ausente (peso neutral),2.0,Rest
PIK3CB,4623,4422,201,-2.1857,0.041,,0.0,0.39,-0.8524,ausente (peso neutral),2.0,Rest
ATOX1,4922,4423,499,-2.2737,-0.013,,0.0,0.375,-0.8526,ausente (peso neutral),2.0,Stim48hr
TM6SF1,4685,4424,261,-2.1981,0.035,,0.0,0.388,-0.8529,ausente (peso neutral),2.0,Stim48hr
RBMXL1,5840,4425,1415,-2.5313,,,1.0,0.337,-0.853,ausente (peso neutral),1.0,Stim48hr
TMEM161B,4480,4426,54,-2.1331,0.066,,0.0,0.4,-0.8532,ausente (peso neutral),2.0,Stim48hr
DOK1,4536,4427,109,-2.1492,0.057,,0.0,0.397,-0.8532,ausente (peso neutral),2.0,Rest
LRRC20,4148,4428,-280,-2.0082,0.134,,0.0,0.425,-0.8535,ausente (peso neutral),2.0,Stim48hr
ACOX3,4897,4429,468,-2.2598,0.008,,0.0,0.378,-0.8542,ausente (peso neutral),2.0,Stim48hr
EMP1,4399,4430,-31,-2.1039,0.081,,0.0,0.406,-0.8542,ausente (peso neutral),2.0,Stim48hr
ACOT8,4753,4431,322,-2.2363,0.019,,0.0,0.382,-0.8543,ausente (peso neutral),2.0,Stim48hr
RABEP1,4322,4432,-110,-2.0787,0.096,,0.0,0.411,-0.8543,ausente (peso neutral),2.0,Stim8hr
TBK1,4560,4433,127,-2.1631,0.054,,0.0,0.395,-0.8544,ausente (peso neutral),2.0,Stim48hr
MPST,4934,4434,500,-2.2783,-0.048,,0.0,0.375,-0.8544,ausente (peso neutral),2.0,Stim8hr
STXBP3,4558,4435,123,-2.1631,0.052,,0.0,0.395,-0.8544,ausente (peso neutral),2.0,Rest
DNAJC18,4604,4436,168,-2.1857,0.043,,0.0,0.391,-0.8546,ausente (peso neutral),2.0,Rest
CAMTA1,4662,4437,225,-2.1857,0.042,,0.0,0.391,-0.8546,ausente (peso neutral),2.0,Rest
ZUP1,4620,4438,182,-2.1857,0.044,,0.0,0.391,-0.8546,ausente (peso neutral),2.0,Stim48hr
NCEH1,4193,4439,-246,-2.026,0.126,,0.0,0.422,-0.855,ausente (peso neutral),2.0,Stim48hr
ZC3H7A,2904,4440,-1536,-1.5215,,,0.0,0.562,-0.8551,ausente (peso neutral),2.0,Stim48hr
EPOP,4580,4441,139,-2.1706,0.051,,0.0,0.394,-0.8552,ausente (peso neutral),2.0,Stim48hr
MEF2A,4720,4442,278,-2.2157,0.029,,0.0,0.386,-0.8553,ausente (peso neutral),2.0,Stim48hr
ZFYVE16,4462,4443,19,-2.1331,0.07,,0.0,0.401,-0.8554,ausente (peso neutral),2.0,Stim48hr
STRIP1,4490,4444,46,-2.1331,0.069,,0.0,0.401,-0.8554,ausente (peso neutral),2.0,Stim8hr
MUS81,3261,4445,-1184,-1.7253,,0.806,0.67,0.496,-0.8557,presente,1.0,Stim8hr
ANAPC16,4424,4446,-22,-2.1131,0.079,,0.0,0.405,-0.8558,ausente (peso neutral),2.0,Rest
SEC24C,2335,4447,-2112,-1.2333,,0.85,0.0,0.694,-0.8559,presente,2.0,Stim8hr
ATG16L1,4803,4448,355,-2.241,0.018,,0.0,0.382,-0.8561,ausente (peso neutral),2.0,Stim8hr
NCK1,4158,4449,-291,-2.0099,0.136,,0.0,0.426,-0.8562,ausente (peso neutral),2.0,Rest
KATNA1,4561,4450,111,-2.1631,0.055,,0.0,0.396,-0.8566,ausente (peso neutral),2.0,Stim8hr
CD151,4428,4451,-23,-2.1152,0.08,,0.0,0.405,-0.8567,ausente (peso neutral),2.0,Rest
ATMIN,4426,4452,-26,-2.1152,0.079,,0.0,0.405,-0.8567,ausente (peso neutral),2.0,Stim48hr
VDAC1,4675,4453,222,-2.1857,0.047,,0.0,0.392,-0.8568,ausente (peso neutral),2.0,Stim48hr
ATP6V0E1,4647,4454,193,-2.1857,0.044,,0.0,0.392,-0.8568,ausente (peso neutral),2.0,Stim8hr
DOK4,4598,4455,143,-2.1857,0.046,,0.0,0.392,-0.8568,ausente (peso neutral),2.0,Stim48hr
FUOM,4921,4456,465,-2.2737,0.004,,0.0,0.377,-0.8572,ausente (peso neutral),2.0,Rest
G0S2,4948,4457,491,-2.2862,-0.007,,0.0,0.375,-0.8573,ausente (peso neutral),2.0,Stim48hr
SEC16A,4553,4458,95,-2.1595,0.059,,0.0,0.397,-0.8573,ausente (peso neutral),2.0,Stim48hr
IKBIP,4554,4459,95,-2.1596,0.06,,0.0,0.397,-0.8574,ausente (peso neutral),2.0,Rest
MAST2,4850,4460,390,-2.2562,0.014,,0.0,0.38,-0.8574,ausente (peso neutral),2.0,Stim8hr
PIK3CA,4880,4461,419,-2.2562,0.013,,0.0,0.38,-0.8574,ausente (peso neutral),2.0,Rest
DDIT3,4253,4462,-209,-2.0612,0.108,,0.0,0.416,-0.8575,ausente (peso neutral),2.0,Stim48hr
CCP110,4338,4463,-125,-2.0817,,,0.67,0.412,-0.8577,ausente (peso neutral),1.0,Rest
SUFU,4089,4464,-375,-1.9855,0.152,,0.0,0.432,-0.8577,ausente (peso neutral),2.0,Stim48hr
CISD3,4587,4465,122,-2.183,0.047,,0.0,0.393,-0.8579,ausente (peso neutral),2.0,Stim48hr
AP1S3,4773,4466,307,-2.2401,0.022,,0.0,0.383,-0.858,ausente (peso neutral),2.0,Stim48hr
LINC02694,4727,4467,260,-2.217,0.032,,0.0,0.387,-0.858,ausente (peso neutral),2.0,Rest
CFAP97,2512,4468,-1956,-1.3378,,0.713,0.0,0.642,-0.8589,presente,2.0,Rest
CTDSP2,2735,4469,-1734,-1.4459,,0.826,0.33,0.594,-0.8589,presente,2.0,Stim48hr
C19orf47,4950,4470,480,-2.2907,-0.001,,0.0,0.375,-0.859,ausente (peso neutral),2.0,Stim48hr
HNRNPA0,4617,4471,146,-2.1857,0.047,,0.0,0.393,-0.859,ausente (peso neutral),2.0,Stim8hr
PTPRA,4671,4472,199,-2.1857,0.047,,0.0,0.393,-0.859,ausente (peso neutral),2.0,Stim48hr
CNNM4,4183,4473,-290,-2.026,0.13,,0.0,0.424,-0.859,ausente (peso neutral),2.0,Rest
C12orf43,4200,4474,-274,-2.026,0.132,,0.0,0.424,-0.859,ausente (peso neutral),2.0,Stim8hr
AP1B1,4149,4475,-326,-2.0082,0.14,,0.0,0.428,-0.8595,ausente (peso neutral),2.0,Rest
TMCO1,4691,4476,215,-2.1981,0.044,,0.0,0.391,-0.8595,ausente (peso neutral),2.0,Stim8hr
PIGO,3968,4477,-509,-1.9534,0.173,,0.0,0.44,-0.8595,ausente (peso neutral),2.0,Stim48hr
PAIP2,4460,4478,-18,-2.1331,0.075,,0.0,0.403,-0.8596,ausente (peso neutral),2.0,Stim48hr
COPG2,4973,4479,494,-2.2928,-0.047,,0.0,0.375,-0.8598,ausente (peso neutral),2.0,Stim8hr
RNF34,4995,4480,515,-2.2928,-0.03,,0.0,0.375,-0.8598,ausente (peso neutral),2.0,Stim48hr
PAFAH1B3,4999,4481,518,-2.2928,0.0,,0.0,0.375,-0.8598,ausente (peso neutral),2.0,Stim48hr
HPGD,5003,4482,521,-2.2928,-0.068,,0.0,0.375,-0.8598,ausente (peso neutral),2.0,Stim8hr
SUB1,5019,4483,536,-2.2928,-0.097,,0.0,0.375,-0.8598,ausente (peso neutral),2.0,Stim48hr
H3-3A,4966,4484,482,-2.2928,-0.009,,0.0,0.375,-0.8598,ausente (peso neutral),2.0,Rest
KIF15,4550,4485,65,-2.1552,0.063,,0.0,0.399,-0.8599,ausente (peso neutral),2.0,Stim48hr
DOK2,4776,4486,290,-2.2401,0.023,,0.0,0.384,-0.8602,ausente (peso neutral),2.0,Stim48hr
ATL3,4589,4487,102,-2.1836,0.05,,0.0,0.394,-0.8603,ausente (peso neutral),2.0,Stim48hr
ALDH5A1,4411,4488,-77,-2.1039,0.091,,0.0,0.409,-0.8605,ausente (peso neutral),2.0,Stim48hr
DNAJB14,4511,4489,22,-2.141,0.071,,0.0,0.402,-0.8607,ausente (peso neutral),2.0,Rest
ACBD6,4430,4490,-60,-2.1152,0.087,,0.0,0.407,-0.8609,ausente (peso neutral),2.0,Stim48hr
ZNF397,4557,4491,66,-2.1631,0.062,,0.0,0.398,-0.8609,ausente (peso neutral),2.0,Stim8hr
PBRM1,4657,4492,165,-2.1857,0.051,,0.0,0.394,-0.8612,ausente (peso neutral),2.0,Rest
CIITA,4661,4493,168,-2.1857,0.051,,0.0,0.394,-0.8612,ausente (peso neutral),2.0,Stim48hr
TMEM14B,4633,4494,139,-2.1857,0.051,,0.0,0.394,-0.8612,ausente (peso neutral),2.0,Stim48hr
PUS7L,4385,4495,-110,-2.1008,0.093,,0.0,0.41,-0.8613,ausente (peso neutral),2.0,Rest
ZSWIM9,3883,4496,-613,-1.9184,0.055,0.701,0.0,0.449,-0.8614,presente,2.0,Stim48hr
CNPPD1,4569,4497,72,-2.1701,0.059,,0.0,0.397,-0.8615,ausente (peso neutral),2.0,Stim48hr
PRDM4,4355,4498,-143,-2.091,,,0.67,0.412,-0.8615,ausente (peso neutral),1.0,Stim8hr
DEXI,4359,4499,-140,-2.091,0.097,,0.0,0.412,-0.8615,ausente (peso neutral),2.0,Stim48hr
H2BC3,4264,4500,-236,-2.0612,0.116,,0.0,0.418,-0.8616,ausente (peso neutral),2.0,Rest
EMC7,3749,4501,-752,-1.8649,0.052,0.759,0.0,0.462,-0.8616,presente,2.0,Stim48hr
TMED1,4692,4502,190,-2.1981,0.046,,0.0,0.392,-0.8617,ausente (peso neutral),2.0,Rest
DNASE1L1,4454,4503,-49,-2.1278,0.081,,0.0,0.405,-0.8618,ausente (peso neutral),2.0,Stim48hr
L3HYPDH,4700,4504,196,-2.1987,0.044,,0.0,0.392,-0.8619,ausente (peso neutral),2.0,Stim8hr
OAS1,4869,4505,364,-2.2562,0.018,,0.0,0.382,-0.8619,ausente (peso neutral),2.0,Stim48hr
ZSCAN29,4804,4506,298,-2.241,0.028,,0.0,0.385,-0.8628,ausente (peso neutral),2.0,Rest
ZNF680,4434,4507,-73,-2.1152,0.089,,0.0,0.408,-0.863,ausente (peso neutral),2.0,Rest
THEMIS2,4442,4508,-66,-2.1152,0.087,,0.0,0.408,-0.863,ausente (peso neutral),2.0,Stim48hr
VMAC,4349,4509,-160,-2.0852,0.104,,0.0,0.414,-0.8633,ausente (peso neutral),2.0,Rest
TMEM25,4640,4510,130,-2.1857,0.054,,0.0,0.395,-0.8634,ausente (peso neutral),2.0,Stim8hr
TMED7,4247,4511,-264,-2.056,0.121,,0.0,0.42,-0.8635,ausente (peso neutral),2.0,Stim48hr
RPIA,3351,4512,-1161,-1.7696,,,0.33,0.488,-0.8636,ausente (peso neutral),2.0,Stim8hr
LYPLA1,4379,4513,-134,-2.0962,,,0.67,0.412,-0.8636,ausente (peso neutral),1.0,Stim48hr
MTO1,4413,4514,-101,-2.1066,0.094,,0.0,0.41,-0.8637,ausente (peso neutral),2.0,Rest
ST6GAL1,4473,4515,-42,-2.1331,0.079,,0.0,0.405,-0.8639,ausente (peso neutral),2.0,Stim8hr
ZZEF1,4515,4516,-1,-2.1451,0.076,,0.0,0.403,-0.8645,ausente (peso neutral),2.0,Stim48hr
LPAR2,4736,4517,219,-2.217,0.039,,0.0,0.39,-0.8646,ausente (peso neutral),2.0,Rest
NBL1,4333,4518,-185,-2.0787,0.11,,0.0,0.416,-0.8647,ausente (peso neutral),2.0,Stim48hr
LGALSL,4395,4519,-124,-2.1039,0.097,,0.0,0.411,-0.8647,ausente (peso neutral),2.0,Stim48hr
NDUFAF6,3194,4520,-1326,-1.6888,0.12,0.827,0.0,0.512,-0.8647,presente,2.0,Stim48hr
SHLD2,5030,4521,509,-2.3068,-0.042,,0.0,0.375,-0.865,ausente (peso neutral),2.0,Stim48hr
ATP8B2,2929,4522,-1593,-1.5394,,,0.0,0.562,-0.8651,ausente (peso neutral),2.0,Stim48hr
ZNF394,4556,4523,33,-2.1631,0.066,,0.0,0.4,-0.8652,ausente (peso neutral),2.0,Rest
RAB9A,4585,4524,61,-2.1741,0.063,,0.0,0.398,-0.8653,ausente (peso neutral),2.0,Stim8hr
CYB5R1,4141,4525,-384,-2.0082,0.15,,0.0,0.431,-0.8655,ausente (peso neutral),2.0,Stim48hr
PCYOX1L,4670,4526,144,-2.1857,0.055,,0.0,0.396,-0.8655,ausente (peso neutral),2.0,Rest
PPP6R1,4601,4527,74,-2.1857,0.056,,0.0,0.396,-0.8655,ausente (peso neutral),2.0,Stim48hr
BLTP3A,4660,4528,132,-2.1857,0.056,,0.0,0.396,-0.8655,ausente (peso neutral),2.0,Stim8hr
ANP32A,4602,4529,73,-2.1857,0.057,,0.0,0.396,-0.8655,ausente (peso neutral),2.0,Stim48hr
CCDC85B,4236,4530,-294,-2.056,0.124,,0.0,0.421,-0.8656,ausente (peso neutral),2.0,Stim8hr
NANP,4015,4531,-516,-1.9679,0.172,,0.0,0.44,-0.8659,ausente (peso neutral),2.0,Stim8hr
HADH,4415,4532,-117,-2.1068,0.095,,0.0,0.411,-0.8659,ausente (peso neutral),2.0,Stim48hr
ZNF211,4537,4533,4,-2.1492,0.074,,0.0,0.403,-0.8661,ausente (peso neutral),2.0,Rest
ARRB1,4447,4534,-87,-2.1181,0.091,,0.0,0.409,-0.8663,ausente (peso neutral),2.0,Stim48hr
SELPLG,4970,4535,435,-2.2928,0.008,,0.0,0.378,-0.8667,ausente (peso neutral),2.0,Rest
UCK1,4772,4536,236,-2.2401,0.032,,0.0,0.387,-0.8669,ausente (peso neutral),2.0,Rest
TMEM216,4549,4537,12,-2.1526,0.076,,0.0,0.403,-0.8675,ausente (peso neutral),2.0,Stim48hr
SLC38A1,4752,4538,214,-2.23,0.038,,0.0,0.389,-0.8675,ausente (peso neutral),2.0,Stim48hr
CSGALNACT2,3371,4539,-1168,-1.778,,,0.33,0.488,-0.8677,ausente (peso neutral),2.0,Rest
TRIM56,4610,4540,70,-2.1857,0.059,,0.0,0.397,-0.8677,ausente (peso neutral),2.0,Stim8hr
BZW2,3140,4541,-1401,-1.6559,0.132,0.852,0.0,0.524,-0.8677,presente,2.0,Stim48hr
EMC10,4600,4542,58,-2.1857,0.058,,0.0,0.397,-0.8677,ausente (peso neutral),2.0,Stim8hr
LIX1L,4593,4543,50,-2.1857,0.059,,0.0,0.397,-0.8677,ausente (peso neutral),2.0,Stim8hr
HIKESHI,4373,4544,-171,-2.091,0.108,,0.0,0.415,-0.8678,ausente (peso neutral),2.0,Stim8hr
SCD,3327,4545,-1218,-1.7568,,0.797,0.67,0.494,-0.8679,presente,1.0,Stim48hr
SELENOF,4931,4546,385,-2.2783,0.016,,0.0,0.381,-0.868,ausente (peso neutral),2.0,Stim48hr
C9orf72,4467,4547,-80,-2.1331,0.086,,0.0,0.407,-0.8682,ausente (peso neutral),2.0,Rest
PPP6R2,3366,4548,-1182,-1.7763,0.046,0.869,0.0,0.489,-0.8686,presente,2.0,Rest
SLC2A11,2950,4549,-1599,-1.5461,,,0.0,0.562,-0.8689,ausente (peso neutral),2.0,Stim8hr
MFSD2A,4394,4550,-156,-2.1039,0.102,,0.0,0.413,-0.8689,ausente (peso neutral),2.0,Stim8hr
DYNC2I2,4961,4551,410,-2.2928,0.012,,0.0,0.379,-0.869,ausente (peso neutral),2.0,Stim8hr
ATRAID,5884,4552,1332,-2.579,,,1.0,0.337,-0.8691,ausente (peso neutral),1.0,Rest
AFF4,4510,4553,-43,-2.1362,0.086,,0.0,0.407,-0.8694,ausente (peso neutral),2.0,Rest
CLPP,4526,4554,-28,-2.1492,0.079,,0.0,0.405,-0.8704,ausente (peso neutral),2.0,Rest
TOP6BL,5052,4555,497,-2.3212,-0.005,,0.0,0.375,-0.8704,ausente (peso neutral),2.0,Stim48hr
CD109,4274,4556,-282,-2.0626,0.126,,0.0,0.422,-0.8704,ausente (peso neutral),2.0,Rest
STAMBP,4845,4557,288,-2.2562,0.029,,0.0,0.386,-0.8709,ausente (peso neutral),2.0,Rest
SLC35A4,4336,4558,-222,-2.0787,0.116,,0.0,0.419,-0.871,ausente (peso neutral),2.0,Stim8hr
YPEL3,5010,4559,451,-2.2928,0.014,,0.0,0.38,-0.8713,ausente (peso neutral),2.0,Rest
ODC1,3060,4560,-1500,-1.6054,0.163,0.867,0.0,0.543,-0.8717,presente,2.0,Stim8hr
PCK2,4366,4561,-195,-2.091,0.112,,0.0,0.417,-0.8719,ausente (peso neutral),2.0,Stim8hr
NEMP1,4656,4562,94,-2.1857,0.063,,0.0,0.399,-0.8721,ausente (peso neutral),2.0,Stim48hr
CREBL2,4418,4563,-145,-2.1068,0.104,,0.0,0.414,-0.8722,ausente (peso neutral),2.0,Stim48hr
LRIG1,4066,4564,-498,-1.9825,0.003,0.756,0.0,0.44,-0.8723,presente,2.0,Stim8hr
