gene,old_rank,new_rank,rank_shift,regpower_eb_mean,guide_corr,donor_corr,single_guide_frac,repro_weight,reweighted_score,donor_metadata,n_guides_med,peak_condition
ARHGAP5,7065,6932,133,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim48hr
GSTK1,7251,6933,318,-2.9307,0.064,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim8hr
SPRYD7,7321,6934,387,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim48hr
ANKRD13A,7094,6935,159,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim8hr
UBE2K,7362,6936,426,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim8hr
ZBTB22,6313,6937,-624,-2.7005,0.155,,0.0,0.433,-1.1693,ausente (peso neutral),2.0,Rest
TRPS1,7244,6938,306,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Rest
TRMU,7242,6939,303,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim48hr
SNX20,7182,6940,242,-2.9307,0.064,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Rest
SLC39A14,7358,6941,417,-2.9307,0.063,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim8hr
SLC27A2,7395,6942,453,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim8hr
ALDH3A2,6662,6943,-281,-2.7532,0.134,,0.0,0.425,-1.1701,ausente (peso neutral),2.0,Stim48hr
FKBP14,6681,6944,-263,-2.7931,0.116,,0.0,0.419,-1.1703,ausente (peso neutral),2.0,Rest
TOR1AIP2,7303,6945,358,-2.9307,0.068,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Rest
CCSER2,7128,6946,182,-2.9307,0.067,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Stim48hr
IFRD1,7356,6947,409,-2.9307,0.066,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Rest
C4orf3,7139,6948,191,-2.9307,0.066,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Stim8hr
RAB33B,7014,6949,65,-2.9307,0.066,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Stim48hr
BBS9,7018,6950,68,-2.9307,0.066,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Rest
MCTP2,7247,6951,296,-2.9307,0.066,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Stim8hr
PHPT1,7036,6952,84,-2.9307,0.066,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Rest
RNH1,7090,6953,137,-2.9307,0.067,,0.0,0.4,-1.1723,ausente (peso neutral),2.0,Stim48hr
LRRC28,7421,6954,467,-2.9313,0.068,,0.0,0.4,-1.1725,ausente (peso neutral),2.0,Stim48hr
GOLPH3,6896,6955,-59,-2.8237,0.109,,0.0,0.416,-1.1747,ausente (peso neutral),2.0,Stim8hr
SCPEP1,6757,6956,-199,-2.8237,0.108,,0.0,0.416,-1.1747,ausente (peso neutral),2.0,Stim48hr
ZNF213,6830,6957,-127,-2.8237,0.11,,0.0,0.416,-1.1747,ausente (peso neutral),2.0,Rest
HERC5,7376,6958,418,-2.9307,0.069,,0.0,0.401,-1.1752,ausente (peso neutral),2.0,Stim48hr
IMPACT,7218,6959,259,-2.9307,0.07,,0.0,0.401,-1.1752,ausente (peso neutral),2.0,Stim48hr
RAMP1,7005,6960,45,-2.9307,0.07,,0.0,0.401,-1.1752,ausente (peso neutral),2.0,Stim48hr
ZNF681,7165,6961,204,-2.9307,0.071,,0.0,0.401,-1.1752,ausente (peso neutral),2.0,Rest
ABI1,6975,6962,13,-2.9307,0.071,,0.0,0.401,-1.1752,ausente (peso neutral),2.0,Stim48hr
KLHL22,7283,6963,320,-2.9307,0.069,,0.0,0.401,-1.1752,ausente (peso neutral),2.0,Stim48hr
GIMAP2,7304,6964,340,-2.9307,0.068,,0.0,0.401,-1.1752,ausente (peso neutral),2.0,Stim8hr
TSPYL2,6647,6965,-318,-2.7532,0.139,,0.0,0.427,-1.1756,ausente (peso neutral),2.0,Stim48hr
P2RY8,6768,6966,-198,-2.8237,0.111,,0.0,0.417,-1.1775,ausente (peso neutral),2.0,Rest
PKN2,6914,6967,-53,-2.8237,0.112,,0.0,0.417,-1.1775,ausente (peso neutral),2.0,Rest
IDNK,7392,6968,424,-2.9307,0.072,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Rest
PRKCD,7089,6969,120,-2.9307,0.073,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Stim8hr
ZFP41,7051,6970,81,-2.9307,0.072,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Stim8hr
BLTP1,7049,6971,78,-2.9307,0.072,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Rest
KCTD20,7296,6972,324,-2.9307,0.073,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Stim8hr
DIAPH2,7391,6973,418,-2.9307,0.072,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Rest
ZNF133,7033,6974,59,-2.9307,0.073,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Rest
RHOG,7152,6975,177,-2.9307,0.072,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Stim8hr
SLC30A9,7340,6976,364,-2.9307,0.073,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Stim48hr
OGG1,7119,6977,142,-2.9307,0.073,,0.0,0.402,-1.1781,ausente (peso neutral),2.0,Rest
TTC21B,5416,6978,-1562,-2.4159,,,0.33,0.488,-1.179,ausente (peso neutral),2.0,Stim8hr
C18orf21,5431,6979,-1548,-2.4159,,,0.33,0.488,-1.179,ausente (peso neutral),2.0,Rest
AZI2,5422,6980,-1558,-2.4159,,,0.33,0.488,-1.179,ausente (peso neutral),2.0,Rest
NR1D1,6281,6981,-700,-2.6864,0.171,,0.0,0.439,-1.1793,ausente (peso neutral),2.0,Stim48hr
ARHGAP17,6862,6982,-120,-2.8237,0.115,,0.0,0.418,-1.1803,ausente (peso neutral),2.0,Rest
FLVCR1,6840,6983,-143,-2.8237,0.114,,0.0,0.418,-1.1803,ausente (peso neutral),2.0,Stim48hr
CD80,6778,6984,-206,-2.8237,0.114,,0.0,0.418,-1.1803,ausente (peso neutral),2.0,Stim48hr
PPT1,6855,6985,-130,-2.8237,0.115,,0.0,0.418,-1.1803,ausente (peso neutral),2.0,Stim48hr
CENPX,4386,6986,-2600,-2.1008,,,0.0,0.562,-1.1806,ausente (peso neutral),2.0,Stim8hr
HACL1,6922,6987,-65,-2.9157,0.081,,0.0,0.405,-1.1809,ausente (peso neutral),2.0,Rest
TMOD3,7257,6988,269,-2.9307,0.075,,0.0,0.403,-1.1811,ausente (peso neutral),2.0,Rest
LY6E,7193,6989,204,-2.9307,0.076,,0.0,0.403,-1.1811,ausente (peso neutral),2.0,Stim8hr
GSPT2,6670,6990,-320,-2.7532,0.144,,0.0,0.429,-1.1811,ausente (peso neutral),2.0,Stim48hr
IL18RAP,7343,6991,352,-2.9307,0.073,,0.0,0.403,-1.1811,ausente (peso neutral),2.0,Stim48hr
SERINC3,7130,6992,138,-2.9307,0.074,,0.0,0.403,-1.1811,ausente (peso neutral),2.0,Stim8hr
KIF20B,7263,6993,270,-2.9307,0.074,,0.0,0.403,-1.1811,ausente (peso neutral),2.0,Stim48hr
SLC25A46,7387,6994,393,-2.9307,0.074,,0.0,0.403,-1.1811,ausente (peso neutral),2.0,Stim8hr
MON1B,7386,6995,391,-2.9307,0.074,,0.0,0.403,-1.1811,ausente (peso neutral),2.0,Stim48hr
GBP3,7314,6996,318,-2.9307,0.074,,0.0,0.403,-1.1811,ausente (peso neutral),2.0,Stim48hr
TLK2,4397,6997,-2600,-2.1039,,,0.0,0.562,-1.1824,ausente (peso neutral),2.0,Stim48hr
MRM1,4407,6998,-2591,-2.1039,,,0.0,0.562,-1.1824,ausente (peso neutral),2.0,Stim48hr
PTRH1,4391,6999,-2608,-2.1039,,,0.0,0.562,-1.1824,ausente (peso neutral),2.0,Stim48hr
STRIP2,6877,7000,-123,-2.8237,0.118,,0.0,0.419,-1.1831,ausente (peso neutral),2.0,Stim48hr
TMEM201,6824,7001,-177,-2.8237,0.117,,0.0,0.419,-1.1831,ausente (peso neutral),2.0,Rest
RABL6,6730,7002,-272,-2.8237,0.116,,0.0,0.419,-1.1831,ausente (peso neutral),2.0,Rest
NIPA1,6731,7003,-272,-2.8237,0.118,,0.0,0.419,-1.1831,ausente (peso neutral),2.0,Stim48hr
ZDHHC20,6734,7004,-270,-2.8237,0.116,,0.0,0.419,-1.1831,ausente (peso neutral),2.0,Stim48hr
SAYSD1,7093,7005,88,-2.9307,0.078,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Rest
PABPC1L,7132,7006,126,-2.9307,0.078,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Rest
SMIM13,7216,7007,209,-2.9307,0.078,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Stim48hr
SFXN3,7118,7008,110,-2.9307,0.077,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Rest
NRROS,6965,7009,-44,-2.9307,0.078,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Stim8hr
IL32,7393,7010,383,-2.9307,0.076,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Stim8hr
RAB11FIP2,6992,7011,-19,-2.9307,0.077,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Stim8hr
VAMP8,7001,7012,-11,-2.9307,0.077,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Rest
PTK2B,7148,7013,135,-2.9307,0.078,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Stim8hr
DENND5A,7355,7014,341,-2.9307,0.077,,0.0,0.404,-1.184,ausente (peso neutral),2.0,Stim8hr
LRP12,6298,7015,-717,-2.6864,0.176,,0.0,0.441,-1.1847,ausente (peso neutral),2.0,Stim48hr
ZBTB6,7424,7016,408,-3.0383,0.041,,0.0,0.39,-1.1849,ausente (peso neutral),2.0,Stim48hr
KLHL2,7821,7017,804,-3.161,-0.045,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
STAMBPL1,7487,7018,469,-3.161,-0.042,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
TCAIM,7456,7019,437,-3.161,-0.006,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
APTX,7578,7020,558,-3.161,-0.029,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
RRAS2,7457,7021,436,-3.161,-0.041,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
PRAF2,7584,7022,562,-3.161,-0.116,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
RALY,7434,7023,411,-3.161,-0.002,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
STRADA,7574,7024,550,-3.161,-0.013,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
LYSMD2,7860,7025,835,-3.161,-0.035,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
APOL3,7569,7026,543,-3.161,-0.006,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
ANO10,7520,7027,493,-3.161,-0.025,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
RSU1,7833,7028,805,-3.161,-0.029,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
UBE2L6,7751,7029,722,-3.161,-0.091,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
ASPH,7473,7030,443,-3.161,-0.075,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
HOMER2,7475,7031,444,-3.161,0.001,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
INPP5E,7558,7032,526,-3.161,0.001,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
GMPPA,7536,7033,503,-3.161,-0.005,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
PLEKHO1,7837,7034,803,-3.161,-0.008,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
LUZP1,7845,7035,810,-3.161,-0.019,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
MPZL3,7749,7036,713,-3.161,-0.03,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
KAT6B,7612,7037,575,-3.161,-0.058,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
PPM1B,7493,7038,455,-3.161,-0.032,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
TUBA4A,7648,7039,609,-3.161,-0.109,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
OSGIN2,7689,7040,649,-3.161,-0.118,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
SLC25A33,7723,7041,682,-3.161,-0.003,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
COTL1,7726,7042,684,-3.161,-0.032,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
ARL6IP4,7495,7043,452,-3.161,-0.007,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
SNX12,7873,7044,829,-3.161,-0.023,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
OSBPL8,7685,7045,640,-3.161,-0.014,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
LBR,7775,7046,729,-3.161,-0.016,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
GAMT,7498,7047,451,-3.161,-0.019,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
ZSCAN16,7494,7048,446,-3.161,-0.006,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
COQ9,7728,7049,679,-3.161,-0.01,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
PLPP5,7814,7050,764,-3.161,-0.05,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
LRRC47,7909,7051,858,-3.161,-0.055,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
SLC35F6,7712,7052,660,-3.161,-0.0,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
ETAA1,7910,7053,857,-3.161,-0.002,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
CDK2AP1,7636,7054,582,-3.161,-0.043,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
UBE2O,7732,7055,677,-3.161,-0.018,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
TTC32,7628,7056,572,-3.161,-0.064,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
SGSM3,7627,7057,570,-3.161,-0.042,,0.0,0.375,-1.1854,ausente (peso neutral),2.0,Rest
QSOX1,6779,7058,-279,-2.8237,0.121,,0.0,0.42,-1.186,ausente (peso neutral),2.0,Rest
ERI2,6921,7059,-138,-2.9157,0.086,,0.0,0.407,-1.1867,ausente (peso neutral),2.0,Rest
VWA5A,6938,7060,-122,-2.9307,0.079,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Rest
ZNF669,7153,7061,92,-2.9307,0.079,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim48hr
CAMK2G,7170,7062,108,-2.9307,0.08,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Rest
NOTCH2,7003,7063,-60,-2.9307,0.079,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim8hr
VDAC2,6984,7064,-80,-2.9307,0.079,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim8hr
HGH1,7365,7065,300,-2.9307,0.079,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim48hr
CHM,6953,7066,-113,-2.9307,0.081,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Rest
ADCY7,6959,7067,-108,-2.9307,0.08,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim8hr
NFX1,6960,7068,-108,-2.9307,0.079,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Rest
MGAT1,7229,7069,160,-2.9307,0.08,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim8hr
HPCAL1,7354,7070,284,-2.9307,0.081,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Rest
AHI1,7110,7071,39,-2.9307,0.08,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim8hr
F2R,7307,7072,235,-2.9307,0.081,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim8hr
ATOSA,7080,7073,7,-2.9307,0.081,,0.0,0.405,-1.1869,ausente (peso neutral),2.0,Stim48hr
CD164,6433,7074,-641,-2.7005,0.172,,0.0,0.44,-1.1882,ausente (peso neutral),2.0,Rest
FAM83D,7773,7075,698,-3.161,0.004,,0.0,0.376,-1.1885,ausente (peso neutral),2.0,Rest
DMC1,7635,7076,559,-3.161,0.002,,0.0,0.376,-1.1885,ausente (peso neutral),2.0,Rest
GIMAP6,7579,7077,502,-3.161,0.003,,0.0,0.376,-1.1885,ausente (peso neutral),2.0,Rest
TRABD,4440,7078,-2638,-2.1152,,,0.0,0.562,-1.1887,ausente (peso neutral),2.0,Stim48hr
MAP4K5,6815,7079,-264,-2.8237,0.123,,0.0,0.421,-1.1888,ausente (peso neutral),2.0,Stim8hr
PEBP1,7138,7080,58,-2.9307,0.084,,0.0,0.406,-1.1899,ausente (peso neutral),2.0,Stim48hr
ERCC8,6673,7081,-408,-2.7931,0.135,,0.0,0.426,-1.1899,ausente (peso neutral),2.0,Rest
DUS1L,7248,7082,166,-2.9307,0.082,,0.0,0.406,-1.1899,ausente (peso neutral),2.0,Rest
COPS7A,6935,7083,-148,-2.9307,0.082,,0.0,0.406,-1.1899,ausente (peso neutral),2.0,Stim48hr
HM13,7379,7084,295,-2.9307,0.084,,0.0,0.406,-1.1899,ausente (peso neutral),2.0,Stim48hr
GNPDA1,7327,7085,242,-2.9307,0.083,,0.0,0.406,-1.1899,ausente (peso neutral),2.0,Rest
CTSS,7331,7086,245,-2.9307,0.083,,0.0,0.406,-1.1899,ausente (peso neutral),2.0,Rest
CNST,4445,7087,-2642,-2.1175,,,0.0,0.562,-1.19,ausente (peso neutral),2.0,Rest
ALCAM,7542,7088,454,-3.161,0.006,,0.0,0.377,-1.1917,ausente (peso neutral),2.0,Rest
SLC25A39,7717,7089,628,-3.161,0.007,,0.0,0.377,-1.1917,ausente (peso neutral),2.0,Rest
MAPK8,7767,7090,677,-3.161,0.005,,0.0,0.377,-1.1917,ausente (peso neutral),2.0,Rest
ATG4B,6916,7091,-175,-2.9157,0.091,,0.0,0.409,-1.1925,ausente (peso neutral),2.0,Rest
PBK,7107,7092,15,-2.9307,0.086,,0.0,0.407,-1.1928,ausente (peso neutral),2.0,Stim8hr
ZMYM6,7028,7093,-65,-2.9307,0.085,,0.0,0.407,-1.1928,ausente (peso neutral),2.0,Stim48hr
ARL5A,7058,7094,-36,-2.9307,0.086,,0.0,0.407,-1.1928,ausente (peso neutral),2.0,Stim48hr
ZBTB41,7140,7095,45,-2.9307,0.084,,0.0,0.407,-1.1928,ausente (peso neutral),2.0,Rest
RNF26,7061,7096,-35,-2.9307,0.084,,0.0,0.407,-1.1928,ausente (peso neutral),2.0,Stim48hr
GLG1,7209,7097,112,-2.9307,0.084,,0.0,0.407,-1.1928,ausente (peso neutral),2.0,Stim48hr
ACTR1A,6981,7098,-117,-2.9307,0.085,,0.0,0.407,-1.1928,ausente (peso neutral),2.0,Stim48hr
ITPR1,3341,7099,-3758,-1.7647,,0.804,0.0,0.676,-1.1929,presente,2.0,Stim48hr
PPM1M,7417,7100,317,-2.9313,0.086,,0.0,0.407,-1.193,ausente (peso neutral),2.0,Stim48hr
ECH1,7768,7101,667,-3.161,0.008,,0.0,0.378,-1.1949,ausente (peso neutral),2.0,Rest
SPG21,7898,7102,796,-3.161,0.008,,0.0,0.378,-1.1949,ausente (peso neutral),2.0,Rest
WDR41,7122,7103,19,-2.9307,0.087,,0.0,0.408,-1.1957,ausente (peso neutral),2.0,Rest
CD63,7121,7104,17,-2.9307,0.088,,0.0,0.408,-1.1957,ausente (peso neutral),2.0,Stim8hr
GLMP,7210,7105,105,-2.9307,0.088,,0.0,0.408,-1.1957,ausente (peso neutral),2.0,Rest
NPTX1,6966,7106,-140,-2.9307,0.087,,0.0,0.408,-1.1957,ausente (peso neutral),2.0,Stim8hr
ADCK2,6962,7107,-145,-2.9307,0.087,,0.0,0.408,-1.1957,ausente (peso neutral),2.0,Rest
BRAF,7041,7108,-67,-2.9307,0.087,,0.0,0.408,-1.1957,ausente (peso neutral),2.0,Rest
PPIA,7088,7109,-21,-2.9307,0.087,,0.0,0.408,-1.1957,ausente (peso neutral),2.0,Stim8hr
MAGI3,4452,7110,-2658,-2.1278,,,0.0,0.562,-1.1958,ausente (peso neutral),2.0,Stim48hr
GCC2,6871,7111,-240,-2.8237,0.131,,0.0,0.424,-1.1972,ausente (peso neutral),2.0,Rest
NDE1,7698,7112,586,-3.161,0.012,,0.0,0.379,-1.198,ausente (peso neutral),2.0,Rest
ZNF529,7605,7113,492,-3.161,0.01,,0.0,0.379,-1.198,ausente (peso neutral),2.0,Rest
ZNF283,7486,7114,372,-3.161,0.01,,0.0,0.379,-1.198,ausente (peso neutral),2.0,Rest
MDM1,7681,7115,566,-3.161,0.01,,0.0,0.379,-1.198,ausente (peso neutral),2.0,Rest
FER,7823,7116,707,-3.161,0.012,,0.0,0.379,-1.198,ausente (peso neutral),2.0,Rest
FIG4,6695,7117,-422,-2.7931,0.145,,0.0,0.429,-1.1982,ausente (peso neutral),2.0,Rest
FAM111B,7323,7118,205,-2.9307,0.091,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim8hr
RB1,6985,7119,-134,-2.9307,0.09,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim48hr
YIPF4,7145,7120,25,-2.9307,0.091,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim48hr
TNFRSF18,7315,7121,194,-2.9307,0.09,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim48hr
ITCH,7236,7122,114,-2.9307,0.09,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim8hr
DNM1L,7222,7123,99,-2.9307,0.089,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim8hr
ECI1,7188,7124,64,-2.9307,0.09,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim48hr
ZDHHC24,7042,7125,-83,-2.9307,0.091,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim48hr
PTPN22,7155,7126,29,-2.9307,0.089,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim48hr
SLC25A12,6998,7127,-129,-2.9307,0.091,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim48hr
C2orf69,7142,7128,14,-2.9307,0.091,,0.0,0.409,-1.1987,ausente (peso neutral),2.0,Stim8hr
CYB5B,4461,7129,-2668,-2.1331,,,0.0,0.562,-1.1988,ausente (peso neutral),2.0,Stim48hr
SCLY,4474,7130,-2656,-2.1331,,,0.0,0.562,-1.1988,ausente (peso neutral),2.0,Rest
CANT1,6743,7131,-388,-2.8237,0.134,,0.0,0.425,-1.2001,ausente (peso neutral),2.0,Stim8hr
PCLAF,6790,7132,-342,-2.8237,0.134,,0.0,0.425,-1.2001,ausente (peso neutral),2.0,Stim48hr
CENPF,6807,7133,-326,-2.8237,0.133,,0.0,0.425,-1.2001,ausente (peso neutral),2.0,Stim48hr
CCDC15,7869,7134,735,-3.161,0.013,,0.0,0.38,-1.2012,ausente (peso neutral),2.0,Rest
ZNF286A,7091,7135,-44,-2.9307,0.092,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Rest
TMEM187,7269,7136,133,-2.9307,0.093,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Stim48hr
H2BC21,7401,7137,264,-2.9307,0.093,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Stim8hr
MELK,7223,7138,85,-2.9307,0.093,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Rest
GRAMD2B,7221,7139,82,-2.9307,0.093,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Stim8hr
LATS1,7252,7140,112,-2.9307,0.094,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Rest
BCAP31,7034,7141,-107,-2.9307,0.092,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Stim8hr
TRABD2A,7204,7142,62,-2.9307,0.093,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Rest
ELK3,7195,7143,52,-2.9307,0.095,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Stim8hr
FLII,7277,7144,133,-2.9307,0.095,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Rest
CTDSP1,7344,7145,199,-2.9307,0.093,,0.0,0.41,-1.2016,ausente (peso neutral),2.0,Stim8hr
SPNS1,6503,7146,-643,-2.7005,0.188,,0.0,0.445,-1.2017,ausente (peso neutral),2.0,Rest
ZNF266,6852,7147,-295,-2.8237,0.136,,0.0,0.426,-1.2029,ausente (peso neutral),2.0,Stim8hr
PITPNC1,6887,7148,-261,-2.8237,0.135,,0.0,0.426,-1.2029,ausente (peso neutral),2.0,Rest
SCARB1,6626,7149,-523,-2.7532,0.165,,0.0,0.437,-1.2031,ausente (peso neutral),2.0,Stim48hr
ARHGEF39,7423,7150,273,-3.0383,0.055,,0.0,0.396,-1.2032,ausente (peso neutral),2.0,Rest
TMCO6,7577,7151,426,-3.161,0.016,,0.0,0.381,-1.2043,ausente (peso neutral),2.0,Rest
RLIG1,7602,7152,450,-3.161,0.015,,0.0,0.381,-1.2043,ausente (peso neutral),2.0,Rest
PERP,7896,7153,743,-3.161,0.016,,0.0,0.381,-1.2043,ausente (peso neutral),2.0,Rest
TARS3,7480,7154,326,-3.161,0.017,,0.0,0.381,-1.2043,ausente (peso neutral),2.0,Rest
FARP2,7782,7155,627,-3.161,0.017,,0.0,0.381,-1.2043,ausente (peso neutral),2.0,Rest
SMARCAD1,6488,7156,-668,-2.7005,0.191,,0.0,0.446,-1.2044,ausente (peso neutral),2.0,Rest
YTHDF3,7164,7157,7,-2.9307,0.096,,0.0,0.411,-1.2045,ausente (peso neutral),2.0,Stim48hr
VAMP2,6936,7158,-222,-2.9307,0.097,,0.0,0.411,-1.2045,ausente (peso neutral),2.0,Rest
RNF126,7073,7159,-86,-2.9307,0.097,,0.0,0.411,-1.2045,ausente (peso neutral),2.0,Stim8hr
KIF1B,7266,7160,106,-2.9307,0.096,,0.0,0.411,-1.2045,ausente (peso neutral),2.0,Stim8hr
ZNF326,7060,7161,-101,-2.9307,0.095,,0.0,0.411,-1.2045,ausente (peso neutral),2.0,Stim48hr
SMCO4,7224,7162,62,-2.9307,0.097,,0.0,0.411,-1.2045,ausente (peso neutral),2.0,Stim8hr
RAB14,4762,7163,-2401,-2.2401,0.107,0.943,0.0,0.538,-1.2052,presente,2.0,Stim48hr
TRMT44,5587,7164,-1577,-2.4703,,,0.33,0.488,-1.2055,ausente (peso neutral),2.0,Stim48hr
MACO1,5604,7165,-1561,-2.4703,,,0.33,0.488,-1.2055,ausente (peso neutral),2.0,Rest
ZNF140,5541,7166,-1625,-2.4703,,,0.33,0.488,-1.2055,ausente (peso neutral),2.0,Rest
EIF4E3,6802,7167,-365,-2.8237,0.139,,0.0,0.427,-1.2057,ausente (peso neutral),2.0,Stim48hr
ANO8,6698,7168,-470,-2.7931,0.152,,0.0,0.432,-1.2066,ausente (peso neutral),2.0,Rest
HMGN3,7332,7169,163,-2.9307,0.098,,0.0,0.412,-1.2074,ausente (peso neutral),2.0,Stim8hr
