ensembl,symbol,pearson_z,empirical_p,n_co_measured,class,kd_cd4_abs,kd_rpe1_ontarget_abs,min_kd_rank,well_powered,rpe1_cells,donor_robust,program
ENSG00000087302,RTRAF,0.3661,0.0,7036,universal,10.647,1.654,0.7183,True,197,True,
ENSG00000116698,SMG7,0.3593,0.0,7036,universal,4.598,0.55,0.1726,False,143,True,
ENSG00000108349,CASC3,0.3456,0.0,7036,universal,15.973,0.542,0.4068,False,170,True,
ENSG00000174953,DHX36,0.344,0.0,7036,universal,9.572,1.035,0.6528,True,72,True,
ENSG00000166477,LEO1,0.3202,0.0,7036,universal,11.244,0.702,0.5763,True,31,True,
ENSG00000151461,UPF2,0.3075,0.0,7036,universal,6.92,0.466,0.3073,False,113,True,
ENSG00000086758,HUWE1,0.2924,0.0067,7036,universal,8.809,1.04,0.6029,True,77,True,
ENSG00000023734,STRAP,0.2749,0.0,7036,universal,13.623,1.633,0.8222,True,69,True,
ENSG00000171311,EXOSC1,0.2716,0.0,7036,universal,3.005,0.912,0.0395,False,48,True,
ENSG00000104064,GABPB1,0.2652,0.0,7036,universal,8.736,0.446,0.2768,False,48,True,
ENSG00000158526,TSR2,0.2589,0.0,7036,universal,3.631,0.637,0.0821,False,95,True,
ENSG00000106803,SEC61B,0.2562,0.0,7036,universal,4.683,1.862,0.1767,False,54,True,
ENSG00000130638,ATXN10,0.2546,0.0,7036,universal,6.531,1.299,0.4002,False,59,True,
ENSG00000170348,TMED10,0.2535,0.0,7036,universal,9.987,1.192,0.6767,True,175,True,
ENSG00000184634,MED12,0.2392,0.0067,7036,universal,8.98,,0.6133,False,60,True,
ENSG00000117868,ESYT2,0.2384,0.0,7036,universal,3.096,0.519,0.0426,False,50,False,
ENSG00000100413,POLR3H,0.2322,0.0033,7035,universal,6.122,0.658,0.3555,False,52,True,
ENSG00000114867,EIF4G1,0.2301,0.0,7036,universal,6.738,1.525,0.4252,False,77,True,
ENSG00000145414,NAF1,0.2274,0.01,7036,universal,4.848,0.553,0.2079,False,60,False,
ENSG00000140395,SKIC8,0.2251,0.0,7036,universal,5.333,0.714,0.2609,False,60,True,
ENSG00000101158,NELFCD,0.2236,0.0,7036,universal,8.583,0.752,0.5904,True,113,False,
ENSG00000004487,KDM1A,0.2225,0.0,7036,universal,15.428,1.041,0.7887,True,186,True,
ENSG00000174177,CTU2,0.2222,0.0067,7036,universal,7.54,0.361,0.1401,False,82,True,
ENSG00000008952,SEC62,0.2211,0.05,7036,intermediate,14.308,1.028,0.7808,True,25,True,
ENSG00000146918,NCAPG2,0.2209,0.02,7036,universal,5.292,0.607,0.2547,False,43,False,
ENSG00000163872,YEATS2,0.2199,0.1033,7036,intermediate,6.502,0.415,0.2305,False,72,True,
ENSG00000109920,FNBP4,0.2152,0.0,7036,universal,10.168,0.792,0.661,True,116,True,
ENSG00000079999,KEAP1,0.2151,0.0,7036,universal,10.08,0.61,0.4881,False,163,True,
ENSG00000156603,MED19,0.2125,0.0,7036,universal,7.033,0.537,0.3977,False,201,True,
ENSG00000213593,TMX2,0.212,0.0,7036,universal,7.202,0.828,0.4678,False,143,True,
ENSG00000171634,BPTF,0.2096,0.0,7036,universal,13.228,1.069,0.8034,True,101,True,
ENSG00000157106,SMG1,0.2082,0.0067,7036,universal,7.141,0.409,0.2136,False,48,False,
ENSG00000101413,RPRD1B,0.2073,0.0,7036,universal,3.295,0.351,0.0551,False,71,True,
ENSG00000079785,DDX1,0.2059,0.03,7036,universal,7.512,0.986,0.499,False,135,True,
ENSG00000144736,SHQ1,0.2058,0.0,7036,universal,1.236,0.332,0.0114,False,150,True,
ENSG00000176225,RTTN,0.2053,0.08,7036,intermediate,0.58,0.313,0.0021,False,102,True,
ENSG00000064995,TAF11,0.203,0.0033,7036,universal,21.054,0.53,0.3921,False,118,True,
ENSG00000103363,ELOB,0.2025,0.0,7036,universal,22.605,1.853,0.9563,True,134,True,
ENSG00000120686,UFM1,0.1995,0.01,7036,universal,24.904,0.791,0.6576,True,44,True,
ENSG00000105568,PPP2R1A,0.1995,0.0033,7035,universal,1.669,0.633,0.0156,False,296,False,
ENSG00000243725,TTC4,0.1983,0.0,7036,universal,4.563,0.545,0.1632,False,125,True,
ENSG00000187555,USP7,0.1981,0.0933,7036,intermediate,7.586,0.482,0.3288,False,88,True,
ENSG00000025796,SEC63,0.198,0.0067,7036,universal,9.077,0.953,0.6206,True,75,True,
ENSG00000138614,INTS14,0.1979,0.0,7036,universal,6.221,0.424,0.2475,False,355,True,
ENSG00000064102,INTS13,0.1968,0.0033,7036,universal,14.604,0.702,0.5774,True,305,True,
ENSG00000111642,CHD4,0.1968,0.0,7036,universal,7.613,1.27,0.5125,True,132,True,
ENSG00000121073,SLC35B1,0.1962,0.0233,7036,universal,6.712,0.767,0.4231,False,42,True,
ENSG00000111142,METAP2,0.1948,0.1467,7036,intermediate,11.459,1.141,0.7547,True,14,True,
ENSG00000170322,NFRKB,0.1928,0.0,7036,universal,16.022,0.291,0.0588,False,150,True,
ENSG00000128908,INO80,0.1903,0.0,7036,universal,4.954,0.405,0.2056,False,42,True,
ENSG00000197223,C1D,0.1899,0.0333,7036,universal,8.29,0.77,0.5644,True,53,True,
ENSG00000167447,SMG8,0.1893,0.0033,7036,universal,10.555,0.328,0.0915,False,89,True,
ENSG00000009307,CSDE1,0.1876,0.01,7036,universal,25.938,1.894,0.9638,True,57,True,
ENSG00000197780,TAF13,0.1869,0.0067,7036,universal,17.356,0.442,0.2678,False,186,True,
ENSG00000091140,DLD,0.1863,0.0067,7036,universal,6.321,0.607,0.3784,False,76,True,
ENSG00000113812,ACTR8,0.1858,0.0067,7036,universal,7.644,0.421,0.2429,False,88,True,
ENSG00000130165,ELOF1,0.1857,0.0,7036,universal,34.574,0.78,0.6508,True,154,True,
ENSG00000111605,CPSF6,0.1844,0.0,7036,universal,8.087,0.647,0.5254,True,27,True,
ENSG00000106355,LSM5,0.1838,0.0233,7036,universal,5.682,1.046,0.3025,False,85,False,
ENSG00000121350,PYROXD1,0.1806,0.0167,7036,universal,6.03,0.438,0.2633,False,136,False,
ENSG00000171824,EXOSC10,0.1792,0.0267,7036,universal,3.153,0.652,0.0468,False,24,False,
ENSG00000185838,GNB1L,0.1788,0.11,7036,intermediate,3.472,,0.0717,False,105,True,
ENSG00000116586,LAMTOR2,0.1778,0.04,7036,universal,12.726,0.93,0.7266,True,25,True,
ENSG00000165416,SUGT1,0.1772,0.08,7036,intermediate,3.842,0.977,0.0967,False,18,False,
ENSG00000033011,ALG1,0.1768,0.0233,7036,universal,3.519,0.421,0.0728,False,82,True,
ENSG00000143742,SRP9,0.1759,0.0133,7036,universal,6.025,1.653,0.3399,False,143,True,
ENSG00000111300,NAA25,0.1753,0.0567,7036,intermediate,3.377,0.507,0.0634,False,146,True,
ENSG00000104957,YJU2B,0.1753,0.0667,7036,intermediate,2.131,0.083,0.0034,False,114,False,
ENSG00000185298,CCDC137,0.1752,0.0733,7036,intermediate,3.731,0.709,0.0873,False,41,True,
ENSG00000104131,EIF3J,0.1745,0.16,7036,intermediate,8.309,1.046,0.5676,True,66,True,
ENSG00000112685,EXOC2,0.1735,0.07,7036,intermediate,3.968,0.417,0.1091,False,86,False,
ENSG00000139726,DENR,0.1731,0.0,7036,universal,21.859,1.005,0.7706,True,79,True,
ENSG00000112983,BRD8,0.1726,0.0,7036,universal,11.323,0.425,0.2486,False,25,True,
ENSG00000138785,INTS12,0.1724,0.0,7036,universal,9.818,0.36,0.1379,False,140,True,
ENSG00000130024,PHF10,0.1721,0.2667,7036,intermediate,4.755,0.454,0.1965,False,126,False,
ENSG00000169230,PRELID1,0.1704,0.0033,7036,universal,7.562,2.322,0.5042,True,43,False,
ENSG00000204619,PPP1R11,0.17,0.0267,7036,universal,6.0,0.713,0.3358,False,47,True,
ENSG00000151465,CDC123,0.1683,0.0033,7036,universal,12.413,1.058,0.7838,True,35,True,
ENSG00000140264,SERF2,0.1671,0.0533,7036,intermediate,13.79,2.52,0.8285,True,33,False,
ENSG00000103275,UBE2I,0.1649,0.0,7036,universal,18.351,1.334,0.8802,True,74,True,
ENSG00000198612,COPS8,0.1648,0.1433,7036,intermediate,3.581,0.973,0.0759,False,74,True,
ENSG00000110172,CHORDC1,0.1639,0.1933,7036,intermediate,4.716,0.61,0.1871,False,146,True,
ENSG00000129932,DOHH,0.1638,0.0,7036,universal,8.024,0.517,0.3751,False,120,True,
ENSG00000008838,MED24,0.1637,0.1867,7036,intermediate,18.398,0.396,0.191,False,35,True,
ENSG00000173011,TADA2B,0.1633,0.0,7036,universal,26.456,0.281,0.0486,False,83,True,factor6(activation+SAGA)
ENSG00000104517,UBR5,0.1631,0.0033,7036,universal,23.357,0.778,0.6486,True,105,True,
ENSG00000126261,UBA2,0.1627,0.0967,7036,intermediate,6.237,0.969,0.369,False,156,False,
ENSG00000163166,IWS1,0.1625,0.0,7036,universal,15.105,0.718,0.5966,True,114,True,
ENSG00000179218,CALR,0.1621,0.0,7036,universal,10.596,2.575,0.7141,True,74,False,
ENSG00000105879,CBLL1,0.1621,0.0033,7036,universal,10.162,0.411,0.2181,False,74,False,
ENSG00000127481,UBR4,0.1621,0.06,7036,intermediate,14.741,0.586,0.4633,False,73,True,
ENSG00000152382,TADA1,0.1608,0.0067,7036,universal,7.05,,0.4522,False,138,True,
ENSG00000114127,XRN1,0.1605,0.0,7036,universal,9.153,0.637,0.5119,True,51,True,
ENSG00000086598,TMED2,0.1599,0.0,7036,universal,7.793,1.276,0.527,True,77,True,
ENSG00000161654,LSM12,0.1589,0.0,7036,universal,10.177,0.942,0.6933,True,115,True,
ENSG00000178202,POGLUT3,0.1589,0.0533,7036,intermediate,7.053,0.568,0.4452,False,784,True,
ENSG00000134014,ELP3,0.1589,0.0067,7036,universal,11.219,0.335,0.104,False,110,True,
ENSG00000104859,CLASRP,0.1586,0.0,7036,universal,5.197,0.314,0.078,False,344,True,
ENSG00000134884,ARGLU1,0.1585,0.0,7036,universal,12.744,1.054,0.79,True,105,True,
ENSG00000118363,SPCS2,0.1584,0.0167,7036,universal,4.618,1.199,0.1736,False,59,False,
ENSG00000165458,INPPL1,0.1584,0.1,7036,intermediate,4.987,0.455,0.2287,False,110,True,
ENSG00000139697,SBNO1,0.1569,0.0,7036,universal,7.335,0.778,0.4813,False,172,True,
ENSG00000112130,RNF8,0.1568,0.12,7036,intermediate,14.795,0.671,0.5492,True,213,True,
ENSG00000185591,SP1,0.1564,0.0,7036,universal,16.073,0.453,0.287,False,193,True,
ENSG00000180543,TSPYL5,0.156,0.08,7036,intermediate,2.499,,0.0291,False,47,True,
ENSG00000148308,GTF3C5,0.1559,0.02,7036,universal,6.058,0.463,0.3006,False,108,True,
ENSG00000140830,TXNL4B,0.1558,0.0833,7036,intermediate,5.764,0.266,0.0294,False,174,False,
ENSG00000180182,MED14,0.1557,0.0,7036,universal,7.593,0.346,0.1153,False,99,True,
ENSG00000173812,EIF1,0.1536,0.0033,7036,universal,27.357,2.922,0.9844,True,165,True,
ENSG00000047410,TPR,0.1534,0.0,7036,universal,4.82,1.506,0.2037,False,131,False,
ENSG00000134759,ELP2,0.1529,0.01,7036,universal,8.751,0.556,0.4339,False,74,True,
ENSG00000182473,EXOC7,0.1528,0.06,7036,intermediate,8.365,0.573,0.4486,False,33,True,
ENSG00000104613,INTS10,0.1528,0.0033,7036,universal,12.792,0.491,0.3435,False,91,True,
ENSG00000014123,UFL1,0.1522,0.0267,7036,universal,6.785,0.702,0.4293,False,115,True,
ENSG00000127586,CHTF18,0.1515,0.0967,7036,intermediate,4.473,0.34,0.1119,False,120,True,
ENSG00000105771,SMG9,0.1506,0.0067,7036,universal,7.901,0.388,0.1763,False,95,True,
ENSG00000162227,TAF6L,0.1503,0.0167,7036,universal,9.456,,0.6497,False,72,True,factor6(activation+SAGA)
ENSG00000172315,TP53RK,0.1494,0.0,7036,universal,6.668,0.598,0.4189,False,90,False,
ENSG00000197771,MCMBP,0.1493,0.0533,7036,intermediate,12.357,0.699,0.5729,True,95,False,
ENSG00000168286,THAP11,0.1491,0.0,7036,universal,13.877,0.5,0.3537,False,147,True,
ENSG00000100811,YY1,0.1477,0.0,7036,universal,10.966,0.799,0.6655,True,86,True,
ENSG00000088930,XRN2,0.1472,0.0867,7036,intermediate,3.464,1.22,0.0707,False,19,False,
ENSG00000014164,ZC3H3,0.1471,0.0,7036,universal,7.023,,0.448,False,102,False,
ENSG00000204371,EHMT2,0.146,0.0867,7036,intermediate,17.332,0.547,0.4226,False,174,True,
ENSG00000150991,UBC,0.1459,0.4467,7036,intermediate,6.457,1.615,0.3929,False,19,True,
ENSG00000174437,ATP2A2,0.1459,0.3333,7036,intermediate,10.057,1.001,0.6819,True,144,True,
ENSG00000168876,ANKRD49,0.1458,0.5033,7036,intermediate,3.202,,0.0499,False,92,True,
ENSG00000006744,ELAC2,0.1457,0.0933,7036,intermediate,4.211,0.547,0.131,False,104,False,
ENSG00000149357,LAMTOR1,0.1418,0.0033,7036,universal,12.204,1.336,0.7775,True,371,False,
ENSG00000090989,EXOC1,0.1417,0.0233,7036,universal,3.575,0.551,0.0748,False,48,True,
ENSG00000163933,RFT1,0.1417,0.04,7036,universal,4.694,0.463,0.1798,False,95,True,
ENSG00000101557,USP14,0.1414,0.0033,7036,universal,13.777,1.334,0.8274,True,188,False,
ENSG00000125944,HNRNPR,0.1413,0.0867,7036,intermediate,18.527,1.705,0.9262,True,53,False,
ENSG00000131652,THOC6,0.1413,0.0,7036,universal,14.893,0.508,0.365,False,146,True,
ENSG00000113272,THG1L,0.1408,0.0033,7036,universal,4.532,0.498,0.159,False,57,True,
ENSG00000110367,DDX6,0.1398,0.01,7036,universal,17.616,0.803,0.6701,True,22,True,
ENSG00000130749,ZC3H4,0.1396,0.0,7036,universal,10.671,0.334,0.1017,False,71,True,
ENSG00000170291,ELP5,0.1385,0.0,7036,universal,10.117,0.527,0.3898,False,103,True,
ENSG00000164405,UQCRQ,0.138,0.2367,7036,intermediate,8.178,1.79,0.5582,True,66,True,
ENSG00000163466,ARPC2,0.1378,0.0067,7036,universal,16.687,1.601,0.8857,True,140,True,
ENSG00000168118,RAB4A,0.1374,0.14,7036,intermediate,16.861,0.741,0.6113,True,181,False,
ENSG00000140553,UNC45A,0.1362,0.3767,7036,intermediate,2.347,0.23,0.0158,False,111,True,
ENSG00000134086,VHL,0.1359,0.0,7036,universal,19.839,0.317,0.0802,False,63,True,
ENSG00000167182,SP2,0.1359,0.0,7036,universal,18.348,0.334,0.1028,False,72,True,
ENSG00000173418,NAA20,0.1353,0.2433,7036,intermediate,5.421,1.149,0.2682,False,98,True,
ENSG00000173726,TOMM20,0.1346,0.0667,7036,intermediate,3.413,1.573,0.0676,False,67,False,
ENSG00000143379,SETDB1,0.1344,0.3633,7035,intermediate,27.33,0.311,0.0734,False,122,True,
ENSG00000125952,MAX,0.1342,0.0,7036,universal,20.674,0.494,0.348,False,89,True,
ENSG00000198176,TFDP1,0.1326,0.01,7035,universal,8.041,0.95,0.5499,True,173,True,
ENSG00000198841,KTI12,0.132,0.0033,7036,universal,6.777,0.366,0.1525,False,131,True,
ENSG00000177889,UBE2N,0.1308,0.2767,7036,intermediate,6.174,1.122,0.3649,False,121,True,
ENSG00000100578,KIAA0586,0.1289,0.0267,7036,universal,5.478,0.649,0.2734,False,52,False,
ENSG00000158435,CNOT11,0.1285,0.0,7036,universal,11.143,0.475,0.3209,False,69,True,
ENSG00000110321,EIF4G2,0.1285,0.0,7036,universal,7.722,1.787,0.5187,True,177,True,
ENSG00000083520,DIS3,0.1285,0.1333,7036,intermediate,3.678,0.416,0.0863,False,11,True,
ENSG00000164091,WDR82,0.1282,0.2333,7036,intermediate,18.747,0.67,0.548,True,15,True,
ENSG00000188529,SRSF10,0.1274,0.0,7036,universal,9.691,1.166,0.6611,True,119,True,
ENSG00000088986,DYNLL1,0.127,0.0967,7036,intermediate,3.94,2.251,0.1071,False,69,True,
ENSG00000126698,DNAJC8,0.127,0.0,7036,universal,23.618,1.367,0.8893,True,153,True,
ENSG00000164163,ABCE1,0.1269,0.0,7036,universal,6.493,1.167,0.395,False,54,False,
ENSG00000105185,PDCD5,0.1256,0.0167,7036,universal,9.912,1.701,0.6715,True,140,True,
ENSG00000182973,CNOT10,0.1239,0.2367,7036,intermediate,4.776,0.426,0.2017,False,91,True,
ENSG00000172262,ZNF131,0.123,0.0367,7036,universal,4.109,0.546,0.1185,False,18,True,
ENSG00000133858,ZFC3H1,0.1229,0.0,7036,universal,8.993,0.638,0.5141,True,85,True,
ENSG00000196584,XRCC2,0.1226,0.4333,7036,intermediate,2.465,0.382,0.0281,False,93,True,
ENSG00000126756,UXT,0.1206,0.28,7036,intermediate,13.047,1.096,0.8025,True,64,False,
ENSG00000169371,SNUPN,0.1198,0.3133,7036,intermediate,4.942,0.537,0.2214,False,66,False,
ENSG00000127561,SYNGR3,0.1192,0.0133,7036,intermediate,5.388,,0.2661,False,77,False,
ENSG00000149923,PPP4C,0.1186,0.1433,7036,intermediate,9.024,1.173,0.6175,True,43,True,
ENSG00000109332,UBE2D3,0.1173,0.2867,7036,intermediate,19.046,1.008,0.7729,True,20,True,
ENSG00000164758,MED30,0.1171,0.15,7036,intermediate,6.306,0.376,0.165,False,17,False,
ENSG00000102710,SUPT20H,0.1171,0.04,7036,intermediate,20.273,0.598,0.4746,False,185,True,factor6(activation+SAGA)
ENSG00000133773,CCDC59,0.116,0.01,7036,intermediate,6.091,0.752,0.3534,False,48,True,
ENSG00000109911,ELP4,0.1155,0.0133,7036,intermediate,4.576,0.357,0.1356,False,28,True,
ENSG00000196396,PTPN1,0.1153,0.3367,7036,intermediate,3.122,0.82,0.0447,False,98,False,
ENSG00000118420,UBE3D,0.1153,0.0,7036,intermediate,3.364,,0.0624,False,143,True,
ENSG00000061676,NCKAP1,0.1142,0.0,7036,intermediate,7.459,0.969,0.4917,False,82,False,
ENSG00000131043,AAR2,0.1141,0.27,7036,intermediate,0.64,0.365,0.0042,False,11,False,
ENSG00000141564,RPTOR,0.1139,0.0,7036,intermediate,3.109,,0.0437,False,30,True,
ENSG00000140105,WARS1,0.1128,0.0,7036,intermediate,13.623,0.601,0.478,False,61,True,
ENSG00000163930,BAP1,0.1125,0.0,7036,intermediate,3.82,0.355,0.0936,False,114,True,
ENSG00000125686,MED1,0.1112,0.04,7036,intermediate,7.355,0.639,0.4823,False,56,True,
ENSG00000147677,EIF3H,0.1105,0.0,7036,intermediate,11.243,1.648,0.7474,True,19,True,
ENSG00000163605,PPP4R2,0.1099,0.0233,7036,intermediate,7.869,0.781,0.5322,True,74,False,
ENSG00000081307,UBA5,0.1098,0.0,7036,intermediate,18.173,0.598,0.4734,False,72,True,
ENSG00000119777,TMEM214,0.1096,0.0033,7036,intermediate,12.072,0.543,0.4124,False,705,True,
ENSG00000090447,TFAP4,0.109,0.0767,7036,intermediate,3.595,,0.0769,False,25,True,
ENSG00000165819,METTL3,0.1087,0.0,7036,intermediate,4.714,0.436,0.1861,False,216,True,
ENSG00000150776,NKAPD1,0.1084,0.0,7036,intermediate,10.495,0.573,0.4497,False,118,True,
ENSG00000169564,PCBP1,0.1083,0.0,7035,intermediate,10.554,1.292,0.711,True,205,True,
ENSG00000214078,CPNE1,0.1083,0.1,7036,intermediate,4.703,0.962,0.183,False,58,False,
ENSG00000092094,OSGEP,0.1082,0.0,7036,intermediate,6.086,0.466,0.3096,False,71,False,
ENSG00000100575,TIMM9,0.1079,0.0633,7036,intermediate,5.791,0.678,0.316,False,41,True,
ENSG00000103194,USP10,0.1077,0.1233,7036,intermediate,12.747,0.759,0.6237,True,78,True,
ENSG00000009413,REV3L,0.107,0.45,7036,intermediate,4.27,0.666,0.1383,False,56,False,
ENSG00000186591,UBE2H,0.1065,0.0,7036,intermediate,6.377,0.792,0.3836,False,97,False,
ENSG00000108654,DDX5,0.1058,0.0833,7036,intermediate,17.196,1.82,0.894,True,203,True,
ENSG00000120533,ENY2,0.1046,0.0,7036,intermediate,8.597,1.463,0.5915,True,87,False,
ENSG00000164162,ANAPC10,0.1042,0.08,7036,intermediate,4.711,0.512,0.185,False,25,False,
ENSG00000095059,DHPS,0.1042,0.23,7036,intermediate,5.238,0.665,0.2505,False,77,True,
ENSG00000163714,U2SURP,0.1036,0.0967,7035,intermediate,5.53,1.135,0.2807,False,39,True,
ENSG00000137200,CMTR1,0.1031,0.0067,7036,intermediate,8.465,0.271,0.0362,False,82,True,
ENSG00000071462,BUD23,0.103,0.2,7036,intermediate,4.31,1.021,0.1393,False,7,False,
ENSG00000243667,DNAAF10,0.1028,0.41,7036,intermediate,1.696,0.462,0.0166,False,11,False,
ENSG00000204356,NELFE,0.1027,0.0,7035,intermediate,6.487,0.929,0.394,False,98,False,
ENSG00000137076,TLN1,0.1027,0.2267,7036,intermediate,16.052,1.425,0.8753,True,37,True,
ENSG00000106105,GARS1,0.1022,0.0,7036,intermediate,5.089,1.016,0.2339,False,120,False,
ENSG00000112339,HBS1L,0.102,0.02,7036,intermediate,6.496,0.729,0.3971,False,49,False,
ENSG00000070366,SMG6,0.1014,0.0,7036,intermediate,4.169,0.355,0.1237,False,138,False,
ENSG00000115274,INO80B,0.1013,0.0,7036,intermediate,7.048,0.331,0.0994,False,80,True,
ENSG00000169375,SIN3A,0.1006,0.0,7036,intermediate,10.919,0.232,0.0169,False,147,True,
ENSG00000182944,EWSR1,0.1004,0.5433,7036,intermediate,25.805,0.88,0.7062,True,116,True,
ENSG00000176407,KCMF1,0.1002,0.2833,7036,intermediate,5.902,0.544,0.3295,False,48,False,
ENSG00000095787,WAC,0.1001,0.0,7036,intermediate,6.883,0.762,0.4356,False,115,True,
ENSG00000110906,KCTD10,0.0992,0.0,7036,intermediate,9.499,0.509,0.3672,False,100,False,
ENSG00000132792,CTNNBL1,0.0991,0.0,7036,intermediate,4.048,0.564,0.1164,False,80,False,
ENSG00000105819,PMPCB,0.0988,0.01,7035,intermediate,4.742,0.274,0.0384,False,196,False,
ENSG00000244462,RBM12,0.0985,0.0,7036,intermediate,7.284,0.621,0.4802,False,89,True,
ENSG00000154839,SKA1,0.0977,0.0467,7036,intermediate,10.002,0.416,0.2328,False,58,False,
ENSG00000163660,CCNL1,0.0973,0.1533,7036,intermediate,15.096,0.608,0.4825,False,52,False,
ENSG00000090061,CCNK,0.0969,0.2367,7036,intermediate,8.351,0.355,0.1311,False,349,True,
ENSG00000135829,DHX9,0.0963,0.0,7036,intermediate,7.152,1.189,0.4636,False,89,True,
ENSG00000111615,KRR1,0.0961,0.0433,7036,intermediate,4.948,0.978,0.2235,False,16,False,
ENSG00000151503,NCAPD3,0.0953,0.0867,7036,intermediate,6.137,0.522,0.3586,False,11,True,
ENSG00000071243,ING3,0.0946,0.0033,7036,intermediate,4.185,0.401,0.1268,False,134,False,
ENSG00000011304,PTBP1,0.0945,0.0267,7036,intermediate,7.257,0.865,0.4761,False,43,True,
ENSG00000153391,INO80C,0.0942,0.0,7036,intermediate,11.128,0.522,0.3819,False,151,True,
ENSG00000241837,ATP5PO,0.0932,0.06,7036,intermediate,5.767,1.851,0.3129,False,139,True,
ENSG00000196323,ZBTB44,0.0932,0.4433,7036,intermediate,6.293,0.414,0.2271,False,79,False,
ENSG00000139436,GIT2,0.0923,0.3133,7036,intermediate,12.322,0.279,0.0441,False,52,False,
ENSG00000196367,TRRAP,0.092,0.0,7036,intermediate,11.885,0.295,0.0621,False,20,True,
ENSG00000010256,UQCRC1,0.0918,0.5233,7035,intermediate,8.314,0.821,0.5686,True,188,True,
ENSG00000164032,H2AZ1,0.0918,0.0,7036,intermediate,9.179,2.136,0.6351,True,274,True,
ENSG00000106682,EIF4H,0.0916,0.22,7036,intermediate,21.619,1.348,0.8836,True,169,False,
ENSG00000146576,INTS15,0.0912,0.0033,7035,intermediate,7.435,0.3,0.0667,False,380,True,
ENSG00000133103,COG6,0.0912,0.32,7036,intermediate,2.807,0.309,0.0353,False,96,False,
ENSG00000060688,SNRNP40,0.0912,0.1933,7035,intermediate,3.848,0.762,0.1008,False,229,False,
ENSG00000122952,ZWINT,0.09,0.4467,7036,intermediate,6.592,0.829,0.4075,False,51,True,
ENSG00000122783,CYREN,0.0898,0.0767,7036,intermediate,7.235,0.58,0.4542,False,45,False,
ENSG00000142784,WDTC1,0.0897,0.0033,7036,intermediate,4.009,0.295,0.061,False,71,False,
ENSG00000119523,ALG2,0.0885,0.0033,7036,intermediate,6.561,0.457,0.2927,False,78,True,
ENSG00000178035,IMPDH2,0.0885,0.01,7035,intermediate,5.403,1.255,0.2672,False,156,True,
ENSG00000102241,HTATSF1,0.088,0.2067,7036,intermediate,8.47,0.769,0.5821,True,61,False,
ENSG00000123349,PFDN5,0.0878,0.4833,7036,intermediate,14.56,2.1,0.8503,True,48,False,
ENSG00000137168,PPIL1,0.0878,0.29,7036,intermediate,9.4,0.477,0.322,False,156,True,
ENSG00000133895,MEN1,0.0877,0.5267,7036,intermediate,3.074,0.326,0.0416,False,100,True,
ENSG00000101189,MRGBP,0.0875,0.0167,7036,intermediate,4.732,0.633,0.1902,False,33,False,
ENSG00000188186,LAMTOR4,0.0874,0.0,7036,intermediate,24.86,1.329,0.8791,True,131,True,
ENSG00000119414,PPP6C,0.0873,0.0,7035,intermediate,12.842,0.555,0.4316,False,1581,True,
ENSG00000132773,TOE1,0.0873,0.41,7036,intermediate,10.003,0.411,0.2192,False,69,True,
ENSG00000119953,SMNDC1,0.0872,0.0,7036,intermediate,6.325,0.708,0.3794,False,80,False,
ENSG00000111229,ARPC3,0.0872,0.0567,7036,intermediate,12.913,1.482,0.7994,True,80,True,
ENSG00000165417,GTF2A1,0.0867,0.03,7036,intermediate,7.637,0.451,0.2836,False,40,True,
ENSG00000112984,KIF20A,0.0867,0.0,7036,intermediate,6.022,0.395,0.1876,False,9,True,
ENSG00000139977,NAA30,0.0867,0.0,7036,intermediate,6.935,0.393,0.1853,False,135,True,
ENSG00000065978,YBX1,0.0864,0.0067,7036,intermediate,8.821,3.137,0.604,True,29,True,
ENSG00000103657,HERC1,0.0862,0.04,7035,intermediate,6.647,0.477,0.3232,False,91,False,
ENSG00000165898,ISCA2,0.0861,0.0333,7036,intermediate,4.972,0.773,0.2266,False,146,True,
ENSG00000198700,IPO9,0.0855,0.02,7036,intermediate,5.812,0.719,0.3181,False,117,True,
ENSG00000028839,TBPL1,0.0848,0.0,7036,intermediate,10.937,0.544,0.4158,False,106,True,
ENSG00000147162,OGT,0.0842,0.2967,7036,intermediate,6.169,0.285,0.0565,False,43,False,
ENSG00000132485,ZRANB2,0.0836,0.0,7036,intermediate,14.534,1.105,0.8124,True,54,True,
ENSG00000112237,CCNC,0.0835,0.5,7036,intermediate,31.161,0.898,0.7119,True,128,True,
ENSG00000204256,BRD2,0.0833,0.0867,7036,intermediate,16.792,0.902,0.7141,True,83,False,
ENSG00000090054,SPTLC1,0.0829,0.2233,7036,intermediate,9.919,0.667,0.5469,True,34,False,
ENSG00000163527,STT3B,0.0826,0.17,7036,intermediate,6.058,0.679,0.3482,False,38,False,
ENSG00000128791,TWSG1,0.0824,0.2067,7036,intermediate,6.448,0.547,0.3919,False,19,False,
ENSG00000171960,PPIH,0.0821,0.2,7036,intermediate,4.578,0.708,0.1684,False,38,True,
ENSG00000140992,PDPK1,0.0821,0.28,7036,intermediate,5.48,0.543,0.2744,False,43,True,
ENSG00000172534,HCFC1,0.082,0.2067,7036,intermediate,3.291,0.389,0.0541,False,19,False,
ENSG00000198081,ZBTB14,0.0818,0.0733,7036,intermediate,4.939,,0.2204,False,58,True,
ENSG00000029363,BCLAF1,0.0818,0.1567,7036,intermediate,11.159,1.361,0.7443,True,82,True,
