gene,raw_score,kd_gated_score,eb_score,raw_rank,kd_gated_rank,eb_rank,dropped_by_kd_gate,rank_shift_raw_to_eb
FANCF,80,80.0,-0.4626,1888,1543,1340,False,548.0
STIM1,80,80.0,-1.0188,1888,1543,2000,False,-112.0
MRPL19,80,,,1888,,,True,
NPAS2,80,80.0,0.0471,1888,1543,875,False,1013.0
CD2BP2,80,80.0,-0.2681,1888,1543,1153,False,735.0
NIP7,79,,,1896,,,True,
INO80E,79,79.0,-0.3481,1896,1549,1237,False,659.0
ATG9A,79,79.0,-0.6225,1896,1549,1524,False,372.0
PABIR1,79,71.0,-0.2538,1896,1622,1139,False,757.0
ATP2A3,79,79.0,-1.071,1896,1549,2071,False,-175.0
KLF10,79,79.0,-0.637,1896,1549,1539,False,357.0
RANBP1,79,,,1896,,,True,
RPL29,79,,,1896,,,True,
ORC6,79,,,1896,,,True,
TIMM9,79,30.0,-0.7896,1896,2165,1709,False,187.0
MLKL,79,79.0,-0.325,1896,1549,1212,False,684.0
BRD7,79,79.0,-0.5908,1896,1549,1492,False,404.0
REL,79,79.0,-1.5314,1896,1549,2919,False,-1023.0
SCRN3,78,78.0,-1.2839,1909,1556,2421,False,-512.0
ZNF131,78,78.0,-0.0202,1909,1556,923,False,986.0
RAB1A,78,78.0,-1.5341,1909,1556,2922,False,-1013.0
BICDL1,78,78.0,-1.286,1909,1556,2427,False,-518.0
PLEKHH2,78,35.0,-0.3065,1909,2060,1189,False,720.0
ST8SIA1,78,,,1909,,,True,
NCAPD3,78,78.0,-0.5768,1909,1556,1466,False,443.0
SEMA4C,78,78.0,-1.4636,1909,1556,2811,False,-902.0
BBS10,78,78.0,-0.368,1909,1556,1254,False,655.0
SEC24C,78,78.0,-1.2334,1909,1556,2335,False,-426.0
FAM98C,78,78.0,0.038,1909,1556,879,False,1030.0
RIN1,78,,,1909,,,True,
QRICH1,78,78.0,-0.4291,1909,1556,1309,False,600.0
CARD6,77,77.0,-0.3234,1922,1566,1210,False,712.0
ZSCAN23,77,,,1922,,,True,
MRPL35,77,,,1922,,,True,
CWC27,77,77.0,-0.5227,1922,1566,1409,False,513.0
SBDS,77,77.0,-0.6856,1922,1566,1587,False,335.0
ECI2,77,77.0,-1.8741,1922,1566,3758,False,-1836.0
GNG11,77,,,1922,,,True,
METRN,77,77.0,-0.1933,1922,1566,1083,False,839.0
ITM2A,77,77.0,-1.3716,1922,1566,2556,False,-634.0
TOR1A,77,77.0,-0.259,1922,1566,1142,False,780.0
TP53RK,77,77.0,-0.9041,1922,1566,1850,False,72.0
ZNF254,77,77.0,0.0334,1922,1566,882,False,1040.0
MANF,76,76.0,-0.8627,1934,1576,1796,False,138.0
RREB1,76,76.0,-0.2654,1934,1576,1148,False,786.0
PTDSS1,76,76.0,-1.0672,1934,1576,2068,False,-134.0
FANCC,76,76.0,-1.5395,1934,1576,2929,False,-995.0
YBEY,76,76.0,-0.0905,1934,1576,1003,False,931.0
CIB2,76,,,1934,,,True,
TPST2,76,76.0,-1.1317,1934,1576,2181,False,-247.0
ANKLE2,75,,,1941,,,True,
CAMLG,75,75.0,-0.2941,1941,1582,1178,False,763.0
NSUN2,75,75.0,-0.4907,1941,1582,1374,False,567.0
USP4,75,75.0,-0.6901,1941,1582,1594,False,347.0
DDX31,75,75.0,-0.8772,1941,1582,1815,False,126.0
RAD23A,75,75.0,-0.4636,1941,1582,1342,False,599.0
LRR1,75,,,1941,,,True,
EMC7,75,75.0,-1.8651,1941,1582,3749,False,-1808.0
SLC25A3,75,75.0,-0.8253,1941,1582,1753,False,188.0
SLC25A32,75,75.0,-1.5423,1941,1582,2942,False,-1001.0
MIGA2,75,75.0,-0.8674,1941,1582,1803,False,138.0
EOLA1,74,74.0,-0.804,1952,1591,1724,False,228.0
PFDN4,74,74.0,-0.5066,1952,1591,1393,False,559.0
XIAP,74,74.0,-0.3264,1952,1591,1213,False,739.0
GTF3C4,74,74.0,-0.3815,1952,1591,1263,False,689.0
COL4A1,74,,,1952,,,True,
UBL3,74,74.0,-0.928,1952,1591,1885,False,67.0
MTG2,74,74.0,-1.6521,1952,1591,3129,False,-1177.0
EIF1B,74,74.0,-1.2443,1952,1591,2352,False,-400.0
MEIS3,74,,,1952,,,True,
ZCCHC17,74,74.0,-1.2057,1952,1591,2272,False,-320.0
GGACT,74,74.0,0.0191,1952,1591,898,False,1054.0
PRKRA,74,74.0,-0.1589,1952,1591,1053,False,899.0
CHIC2,74,74.0,-0.2463,1952,1591,1132,False,820.0
ATF7IP,73,73.0,-1.0454,1965,1602,2031,False,-66.0
C18orf32,73,73.0,-0.3186,1965,1602,1205,False,760.0
GPATCH3,73,73.0,-1.3703,1965,1602,2550,False,-585.0
CCDC59,73,73.0,-0.8562,1965,1602,1788,False,177.0
CIT,73,73.0,-0.2488,1965,1602,1134,False,831.0
CTNNBL1,73,60.0,-0.3199,1965,1713,1208,False,757.0
CEP350,73,73.0,-0.2598,1965,1602,1143,False,822.0
SMPD1,73,73.0,-1.6555,1965,1602,3139,False,-1174.0
HPRT1,73,73.0,-1.4774,1965,1602,2834,False,-869.0
SMS,73,73.0,-0.2718,1965,1602,1154,False,811.0
DPY19L3,73,73.0,-0.4471,1965,1602,1322,False,643.0
STAP1,73,73.0,-1.3209,1965,1602,2478,False,-513.0
H3-5,72,45.0,-0.1588,1977,1882,1052,False,925.0
SOD2,72,72.0,-1.0782,1977,1613,2078,False,-101.0
ZNF384,72,72.0,-0.1909,1977,1613,1080,False,897.0
HSF1,72,3.0,-1.1423,1977,4437,2190,False,-213.0
PIK3C2B,72,72.0,-2.1183,1977,1613,4446,False,-2469.0
SREBF1,72,72.0,-0.396,1977,1613,1277,False,700.0
FDX2,72,,,1977,,,True,
ANKRA2,72,,,1977,,,True,
RAP2A,72,72.0,-1.3505,1977,1613,2521,False,-544.0
ELMOD3,72,,,1977,,,True,
ELP6,72,72.0,-0.2265,1977,1613,1120,False,857.0
PYROXD1,72,72.0,-0.9947,1977,1613,1973,False,4.0
YJU2B,72,72.0,0.0093,1977,1613,903,False,1074.0
NEMP2,72,72.0,-0.5542,1977,1613,1442,False,535.0
CEP44,71,71.0,-1.7689,1991,1622,3347,False,-1356.0
NDUFAF5,71,71.0,-0.0539,1991,1622,955,False,1036.0
HYOU1,71,,,1991,,,True,
RARB,71,,,1991,,,True,
NACC2,71,71.0,0.0043,1991,1622,906,False,1085.0
AP3D1,71,71.0,-1.8909,1991,1622,3823,False,-1832.0
CENPE,71,71.0,-0.0589,1991,1622,963,False,1028.0
RNF41,71,71.0,-0.6668,1991,1622,1570,False,421.0
SMAGP,71,71.0,0.0043,1991,1622,906,False,1085.0
ZNF507,71,71.0,-0.5024,1991,1622,1385,False,606.0
PRKD2,71,71.0,-0.9156,1991,1622,1867,False,124.0
XRCC3,71,,,1991,,,True,
ARL5B,71,71.0,-0.4518,1991,1622,1328,False,663.0
RNF181,71,71.0,-0.4484,1991,1622,1325,False,666.0
PPP1R14B,70,70.0,-0.7921,2005,1636,1711,False,294.0
H2AC17,70,,,2005,,,True,
TESK2,70,70.0,-0.9929,2005,1636,1967,False,38.0
GRAP,70,70.0,-1.3264,2005,1636,2491,False,-486.0
LENG8,70,70.0,-0.0008,2005,1636,910,False,1095.0
KPNA4,70,70.0,-1.8939,2005,1636,3833,False,-1828.0
ARMC7,70,70.0,-0.0263,2005,1636,928,False,1077.0
PHF20L1,69,69.0,-1.2062,2012,1642,2273,False,-261.0
INIP,69,69.0,-0.4322,2012,1642,1314,False,698.0
IFNGR2,69,69.0,-1.0872,2012,1642,2109,False,-97.0
DEPDC5,69,69.0,-1.5334,2012,1642,2921,False,-909.0
ANAPC10,69,4.0,-1.0516,2012,4017,2038,False,-26.0
PFDN6,69,69.0,-0.0641,2012,1642,973,False,1039.0
ERGIC1,68,68.0,-0.9896,2018,1648,1963,False,55.0
SIAH2,68,68.0,-0.344,2018,1648,1233,False,785.0
SETD7,68,68.0,-0.4553,2018,1648,1331,False,687.0
ANKRD11,68,68.0,-0.6678,2018,1648,1571,False,447.0
GRIN3A,68,,,2018,,,True,
GAREM1,68,,,2018,,,True,
RNF145,68,68.0,-1.0601,2018,1648,2058,False,-40.0
TASP1,67,67.0,-0.4482,2025,1654,1324,False,701.0
HIBADH,67,67.0,-1.903,2025,1654,3835,False,-1810.0
PBX2,67,67.0,-0.7835,2025,1654,1700,False,325.0
ALG12,67,67.0,-0.5431,2025,1654,1428,False,597.0
ZKSCAN2,67,,,2025,,,True,
TBC1D31,67,67.0,-0.7711,2025,1654,1684,False,341.0
ZNF622,67,67.0,-0.9372,2025,1654,1896,False,129.0
ZNF655,67,67.0,-0.4832,2025,1654,1364,False,661.0
BCL6,67,67.0,-0.5738,2025,1654,1463,False,562.0
U2SURP,67,67.0,-0.8105,2025,1654,1735,False,290.0
MYT1L,67,,,2025,,,True,
STUB1,66,66.0,-0.8312,2036,1663,1758,False,278.0
PSMD4,66,,,2036,,,True,
LARP4,66,66.0,-2.1364,2036,1663,4506,False,-2470.0
IRF9,66,66.0,-0.4705,2036,1663,1347,False,689.0
NEK1,66,66.0,-2.1364,2036,1663,4506,False,-2470.0
GYPC,66,66.0,-0.221,2036,1663,1113,False,923.0
ZNF628,66,14.0,-0.5968,2036,2715,1499,False,537.0
TTYH3,66,66.0,-0.639,2036,1663,1541,False,495.0
ZC3H14,66,66.0,-1.3124,2036,1663,2462,False,-426.0
AGRN,66,30.0,-0.565,2036,2165,1457,False,579.0
MCEE,66,,,2036,,,True,
FIBP,65,65.0,-1.4994,2047,1670,2876,False,-829.0
TMEM259,65,65.0,-0.9558,2047,1670,1925,False,122.0
FOXS1,65,,,2047,,,True,
CSH1,65,,,2047,,,True,
MARK2,65,65.0,-1.8023,2047,1670,3470,False,-1423.0
SSR3,65,65.0,-0.4166,2047,1670,1296,False,751.0
SUPV3L1,65,65.0,-0.6099,2047,1670,1510,False,537.0
YY1AP1,65,17.0,-1.0706,2047,2547,2070,False,-23.0
C1orf216,65,65.0,-1.0842,2047,1670,2100,False,-53.0
PHACTR4,65,65.0,-1.3945,2047,1670,2599,False,-552.0
PRMT5,64,,,2057,,,True,
ROBO3,64,64.0,-0.0584,2057,1677,961,False,1096.0
TMEM185A,64,64.0,-0.4218,2057,1677,1301,False,756.0
CDYL,64,64.0,-0.3982,2057,1677,1282,False,775.0
PIGW,64,64.0,-1.791,2057,1677,3448,False,-1391.0
RAB2B,64,64.0,-0.4978,2057,1677,1381,False,676.0
ARPC1B,64,64.0,-0.7991,2057,1677,1718,False,339.0
PUS3,64,64.0,-0.8417,2057,1677,1774,False,283.0
MPP2,64,,,2057,,,True,
CAAP1,64,64.0,-1.1448,2057,1677,2204,False,-147.0
WDTC1,64,64.0,-0.0329,2057,1677,937,False,1120.0
ICMT,63,63.0,-0.064,2068,1687,971,False,1097.0
MRPS18C,63,,,2068,,,True,
SLC35A2,63,63.0,-0.0385,2068,1687,939,False,1129.0
SNX1,63,63.0,-1.8088,2068,1687,3478,False,-1410.0
BDP1,63,,,2068,,,True,
DDTL,63,,,2068,,,True,
WASHC4,63,63.0,-1.2712,2068,1687,2407,False,-339.0
IFFO2,63,63.0,-0.2479,2068,1687,1133,False,935.0
NDUFB7,63,63.0,-1.0476,2068,1687,2034,False,34.0
RBM15,63,63.0,-1.1707,2068,1687,2236,False,-168.0
EDF1,63,63.0,-0.9143,2068,1687,1865,False,203.0
C2CD2L,62,62.0,-0.8912,2079,1696,1834,False,245.0
CALR,62,62.0,-0.5875,2079,1696,1487,False,592.0
LYRM2,62,62.0,-0.4917,2079,1696,1376,False,703.0
SARNP,62,62.0,-0.707,2079,1696,1607,False,472.0
EFHD2,62,62.0,-0.2655,2079,1696,1149,False,930.0
CD244,62,,,2079,,,True,
NDUFAF6,62,62.0,-1.6889,2079,1696,3191,False,-1112.0
AHSA1,62,62.0,-1.1042,2079,1696,2134,False,-55.0
GBA2,62,62.0,-0.8965,2079,1696,1840,False,239.0
EIF4E,62,,,2079,,,True,
SREK1,62,,,2079,,,True,
PROZ,62,,,2079,,,True,
CABP5,61,,,2091,,,True,
SLC9A6,61,61.0,-0.7279,2091,1704,1638,False,453.0
IFT172,61,61.0,-0.9932,2091,1704,1968,False,123.0
HSP90B1,61,61.0,-1.5852,2091,1704,3024,False,-933.0
ARID5B,61,,,2091,,,True,
RNF7,61,61.0,-0.2923,2091,1704,1175,False,916.0
GADD45G,61,14.0,-0.6295,2091,2715,1535,False,556.0
COX16,61,61.0,-1.5147,2091,1704,2892,False,-801.0
VPS37A,61,,,2091,,,True,
NEK3,61,61.0,-1.4109,2091,1704,2625,False,-534.0
MRPL54,61,,,2091,,,True,
UBN1,61,61.0,-0.932,2091,1704,1887,False,204.0
CCDC137,60,60.0,-0.6793,2103,1713,1577,False,526.0
RIC8B,60,60.0,-1.6957,2103,1713,3197,False,-1094.0
SPAG7,60,60.0,-0.8754,2103,1713,1812,False,291.0
SDHAF4,60,60.0,-1.3584,2103,1713,2532,False,-429.0
CAMK1,60,60.0,-0.3564,2103,1713,1245,False,858.0
ALAS1,60,60.0,-0.5618,2103,1713,1452,False,651.0
ARIH2,60,60.0,-1.5742,2103,1713,3001,False,-898.0
PRDM15,60,60.0,-0.3955,2103,1713,1276,False,827.0
SMARCD2,60,60.0,-0.7113,2103,1713,1612,False,491.0
C2CD5,60,60.0,-1.6957,2103,1713,3197,False,-1094.0
WDR18,60,48.0,-0.1939,2103,1852,1085,False,1018.0
MBTPS2,60,,,2103,,,True,
URB2,60,60.0,-0.2995,2103,1713,1181,False,922.0
PRPS2,60,60.0,-0.056,2103,1713,957,False,1146.0
BPNT1,59,59.0,-2.0221,2117,1726,4174,False,-2057.0
SPTSSB,59,,,2117,,,True,
MTERF2,59,59.0,-0.5132,2117,1726,1399,False,718.0
EMB,59,59.0,-0.6206,2117,1726,1522,False,595.0
NLGN2,59,59.0,-0.1696,2117,1726,1061,False,1056.0
TOMM70,59,59.0,-1.4146,2117,1726,2630,False,-513.0
BRCA1,59,,,2117,,,True,
PTPN11,59,59.0,-1.1844,2117,1726,2249,False,-132.0
SREK1IP1,59,59.0,-0.9613,2117,1726,1928,False,189.0
HSPA8,59,59.0,-0.3025,2117,1726,1183,False,934.0
SCRT2,59,,,2117,,,True,
SPAG8,59,,,2117,,,True,
NDUFA3,59,59.0,-1.7519,2117,1726,3316,False,-1199.0
GNMT,59,59.0,-0.062,2117,1726,965,False,1152.0
CTNNB1,59,59.0,-0.8153,2117,1726,1739,False,378.0
MRPL53,59,,,2117,,,True,
GTF2IRD1,59,12.0,-0.6504,2117,2825,1550,False,567.0
LSM11,59,59.0,-0.0875,2117,1726,1001,False,1116.0
IFI30,59,59.0,-0.3377,2117,1726,1226,False,891.0
TRADD,59,59.0,-1.1066,2117,1726,2138,False,-21.0
DEF6,59,59.0,-1.3619,2117,1726,2538,False,-421.0
SEC31A,59,59.0,-1.5217,2117,1726,2902,False,-785.0
ACO2,59,,,2117,,,True,
HELZ,59,59.0,-1.1967,2117,1726,2257,False,-140.0
TOPORS,59,59.0,-0.062,2117,1726,965,False,1152.0
MAP6D1,59,,,2117,,,True,
HPF1,58,58.0,-1.1514,2143,1744,2211,False,-68.0
GART,58,58.0,-1.5957,2143,1744,3041,False,-898.0
EMX1,58,,,2143,,,True,
PDS5B,58,58.0,-0.4304,2143,1744,1311,False,832.0
PRB4,58,,,2143,,,True,
ZSWIM9,58,58.0,-1.9186,2143,1744,3883,False,-1740.0
TPRG1L,58,58.0,-1.032,2143,1744,2023,False,120.0
NOMO2,58,,,2143,,,True,
POU6F1,58,58.0,-0.0681,2143,1744,979,False,1164.0
ATP5PD,58,58.0,-1.0418,2143,1744,2027,False,116.0
JTB,58,58.0,-0.8416,2143,1744,1773,False,370.0
DMRTC2,58,,,2143,,,True,
PDCD2,58,58.0,-0.1263,2143,1744,1028,False,1115.0
MIDN,58,58.0,-0.9672,2143,1744,1937,False,206.0
OSGEP,58,38.0,-0.4625,2143,2005,1339,False,804.0
TAF6,58,,,2143,,,True,
EME2,57,36.0,-0.2383,2159,2046,1127,False,1032.0
CARNMT1,57,57.0,-0.5424,2159,1754,1427,False,732.0
DPM2,57,57.0,-1.9366,2159,1754,3926,False,-1767.0
CEP104,57,57.0,-1.4368,2159,1754,2724,False,-565.0
WRN,57,57.0,-0.6483,2159,1754,1548,False,611.0
LMNA,57,57.0,-1.142,2159,1754,2188,False,-29.0
LRRC8B,57,57.0,-0.4588,2159,1754,1334,False,825.0
UBAC1,57,57.0,-0.5904,2159,1754,1491,False,668.0
GP1BB,57,,,2159,,,True,
TBPL1,57,57.0,-0.536,2159,1754,1420,False,739.0
ZBED5,57,57.0,-1.386,2159,1754,2574,False,-415.0
CDK2AP2,56,56.0,-1.5831,2170,1764,3018,False,-848.0
IFNAR1,56,56.0,-0.3149,2170,1764,1199,False,971.0
ZNF200,56,56.0,-0.5742,2170,1764,1464,False,706.0
PNKP,56,,,2170,,,True,
UVSSA,56,50.0,-0.4424,2170,1831,1319,False,851.0
NIPSNAP3A,56,56.0,-2.1705,2170,1764,4571,False,-2401.0
GDAP1,56,56.0,-1.0177,2170,1764,1999,False,171.0
SCGB2B2,56,,,2170,,,True,
ZBED6,56,,,2170,,,True,
COL1A1,56,,,2170,,,True,
YPEL5,56,56.0,-0.8579,2170,1764,1790,False,380.0
ZNF219,56,56.0,-0.1062,2170,1764,1015,False,1155.0
TXNIP,56,56.0,-0.428,2170,1764,1306,False,864.0
PSMC5,56,56.0,-0.1388,2170,1764,1036,False,1134.0
DUSP4,55,55.0,-1.944,2184,1774,3944,False,-1760.0
CDC123,55,55.0,-1.317,2184,1774,2468,False,-284.0
PRDX3,55,55.0,-1.6068,2184,1774,3061,False,-877.0
AKAP10,55,55.0,-0.6551,2184,1774,1559,False,625.0
CLDND1,55,55.0,-0.8333,2184,1774,1760,False,424.0
SEPTIN7,55,55.0,-1.112,2184,1774,2161,False,23.0
EHBP1,55,55.0,-1.0608,2184,1774,2059,False,125.0
METTL14,55,,,2184,,,True,
PAPOLA,55,55.0,-0.5788,2184,1774,1471,False,713.0
GAB2,55,55.0,-1.0392,2184,1774,2026,False,158.0
GBA1,55,55.0,-2.1743,2184,1774,4583,False,-2399.0
ZBTB33,55,55.0,-0.7359,2184,1774,1648,False,536.0
C6orf120,55,55.0,-0.7411,2184,1774,1652,False,532.0
GARS1,55,55.0,-0.5819,2184,1774,1475,False,709.0
ALG14,55,,,2184,,,True,
NONO,55,55.0,-0.7639,2184,1774,1675,False,509.0
PRTN3,55,,,2184,,,True,
TNKS1BP1,55,55.0,-0.3235,2184,1774,1211,False,973.0
CENPJ,55,27.0,-0.3659,2184,2236,1251,False,933.0
NPRL3,54,54.0,-1.7703,2203,1789,3359,False,-1156.0
WDFY1,54,54.0,-0.9078,2203,1789,1854,False,349.0
ZFP82,54,54.0,-0.8464,2203,1789,1779,False,424.0
NUFIP2,54,54.0,-1.6106,2203,1789,3064,False,-861.0
SYNCRIP,54,54.0,-0.5883,2203,1789,1488,False,715.0
RBPJL,54,,,2203,,,True,
AP2A1,54,54.0,-1.433,2203,1789,2718,False,-515.0
NUFIP1,54,,,2203,,,True,
ST14,54,,,2203,,,True,
TMEM44,54,54.0,-0.1192,2203,1789,1024,False,1179.0
CAPZA1,54,54.0,-0.9731,2203,1789,1945,False,258.0
ZMYND8,54,54.0,-0.3077,2203,1789,1195,False,1008.0
POU3F1,53,,,2215,,,True,
PCBP4,53,53.0,-0.5035,2215,1798,1388,False,827.0
PIGN,53,53.0,-0.7473,2215,1798,1664,False,551.0
NDUFS7,53,53.0,-1.0835,2215,1798,2086,False,129.0
BPNT2,53,53.0,-0.1258,2215,1798,1027,False,1188.0
MNT,53,,,2215,,,True,
PCGF6,53,53.0,-0.4616,2215,1798,1338,False,877.0
HMGB3,53,53.0,-0.6019,2215,1798,1506,False,709.0
EEF1B2,53,53.0,-1.8668,2215,1798,3752,False,-1537.0
SRD5A3,53,53.0,-0.9945,2215,1798,1972,False,243.0
PPP1R18,53,53.0,-1.0314,2215,1798,2022,False,193.0
TYK2,53,53.0,-0.4535,2215,1798,1330,False,885.0
ACSL3,53,53.0,-1.0019,2215,1798,1980,False,235.0
ABT1,53,,,2215,,,True,
FAM118A,53,53.0,-0.1585,2215,1798,1051,False,1164.0
ZNF883,53,,,2215,,,True,
ZNF627,53,53.0,-1.8447,2215,1798,3704,False,-1489.0
LSMEM1,52,,,2232,,,True,
MOGS,52,52.0,-0.5813,2232,1811,1473,False,759.0
TRIM39,52,52.0,-0.3653,2232,1811,1249,False,983.0
UBE2J1,52,52.0,-1.265,2232,1811,2389,False,-157.0
GNLY,52,52.0,-0.8328,2232,1811,1759,False,473.0
METTL17,52,52.0,-1.1579,2232,1811,2219,False,13.0
PRCC,52,52.0,-0.5499,2232,1811,1437,False,795.0
BLOC1S2,52,52.0,-0.4132,2232,1811,1293,False,939.0
GFM2,52,45.0,-1.0845,2232,1882,2101,False,131.0
SIMC1,52,52.0,-0.6563,2232,1811,1565,False,667.0
ZNF589,52,52.0,-0.8207,2232,1811,1743,False,489.0
MLLT3,52,52.0,-0.1653,2232,1811,1058,False,1174.0
RPN1,51,51.0,-0.74,2244,1821,1651,False,593.0
VWF,51,,,2244,,,True,
RHBDF2,51,51.0,-0.4278,2244,1821,1305,False,939.0
VBP1,51,51.0,-0.8612,2244,1821,1795,False,449.0
PRR12,51,51.0,-0.4811,2244,1821,1361,False,883.0
CUL5,51,51.0,-1.4017,2244,1821,2611,False,-367.0
SPSB2,51,51.0,-0.9653,2244,1821,1934,False,310.0
MAP3K13,51,51.0,-0.9139,2244,1821,1864,False,380.0
ZNF607,51,,,2244,,,True,
LMAN1,51,51.0,-1.7821,2244,1821,3380,False,-1136.0
NIPAL4,51,48.0,-0.1939,2244,1852,1085,False,1159.0
UGGT1,51,51.0,-0.6567,2244,1821,1566,False,678.0
ERF,51,51.0,-1.8527,2244,1821,3719,False,-1475.0
ZNF99,51,,,2244,,,True,
LSM8,51,,,2244,,,True,
RWDD4,50,50.0,-0.8274,2259,1831,1755,False,504.0
SLC39A13,50,50.0,-0.1793,2259,1831,1072,False,1187.0
ATP6V1E1,50,50.0,-1.4613,2259,1831,2806,False,-547.0
INPPL1,50,50.0,-0.1212,2259,1831,1025,False,1234.0
EAPP,50,,,2259,,,True,
PCGF3,50,50.0,-0.8245,2259,1831,1752,False,507.0
DMXL1,50,50.0,-1.5034,2259,1831,2877,False,-618.0
ZNF559,50,13.0,-0.6226,2259,2764,1525,False,734.0
PA2G4,50,50.0,-0.5387,2259,1831,1421,False,838.0
NFATC2IP,50,50.0,-0.802,2259,1831,1721,False,538.0
FANCE,50,50.0,-0.3792,2259,1831,1258,False,1001.0
ATP11B,50,50.0,-0.5891,2259,1831,1490,False,769.0
TGFBRAP1,50,50.0,-1.6265,2259,1831,3092,False,-833.0
WASL,49,49.0,-0.432,2272,1843,1313,False,959.0
VPS4A,49,49.0,-1.7378,2272,1843,3277,False,-1005.0
TRIM25,49,49.0,-0.4303,2272,1843,1310,False,962.0
RESF1,49,49.0,-0.6948,2272,1843,1600,False,672.0
TSPYL1,49,49.0,-1.4305,2272,1843,2711,False,-439.0
ARHGAP45,49,49.0,-1.3171,2272,1843,2469,False,-197.0
EXTL2,49,49.0,-0.1865,2272,1843,1079,False,1193.0
ADNP,49,49.0,-0.4566,2272,1843,1333,False,939.0
OGA,49,49.0,-0.7854,2272,1843,1703,False,569.0
NDEL1,48,48.0,-0.9841,2281,1852,1954,False,327.0
S1PR4,48,48.0,-0.7772,2281,1852,1693,False,588.0
DMD,48,,,2281,,,True,
OPRM1,48,,,2281,,,True,
NDUFA5,48,48.0,-1.2482,2281,1852,2355,False,-74.0
KMT5A,48,48.0,-0.8194,2281,1852,1741,False,540.0
MAN2A2,48,48.0,-0.7497,2281,1852,1670,False,611.0
PPP1R1A,48,,,2281,,,True,
KIF22,48,48.0,-1.8652,2281,1852,3750,False,-1469.0
ATP5MC1,48,48.0,-1.3343,2281,1852,2503,False,-222.0
SURF1,48,48.0,-1.3427,2281,1852,2516,False,-235.0
SGCB,48,48.0,-1.125,2281,1852,2173,False,108.0
PLEC,48,48.0,-1.3343,2281,1852,2503,False,-222.0
HNRNPU,48,,,2281,,,True,
TMEM39A,48,48.0,-0.7751,2281,1852,1691,False,590.0
AKR1A1,48,48.0,-2.0799,2281,1852,4337,False,-2056.0
IREB2,48,48.0,-1.7421,2281,1852,3285,False,-1004.0
SS18L1,48,,,2281,,,True,
ZPR1,48,48.0,-0.1357,2281,1852,1034,False,1247.0
ANTKMT,48,48.0,-1.3322,2281,1852,2500,False,-219.0
PI16,47,,,2301,,,True,
METTL2B,47,,,2301,,,True,
FOXO3,47,22.0,-1.023,2301,2363,2018,False,283.0
ZNF587B,47,,,2301,,,True,
HPS5,47,,,2301,,,True,
DHX40,47,47.0,-0.685,2301,1869,1585,False,716.0
TEDC1,47,47.0,-1.0014,2301,1869,1979,False,322.0
SRRM1,47,,,2301,,,True,
GPD1L,47,47.0,-0.7887,2301,1869,1706,False,595.0
CAVIN2,47,,,2301,,,True,
TRIM21,47,47.0,-2.2069,2301,1869,4704,False,-2403.0
H2AJ,47,47.0,-1.6615,2301,1869,3153,False,-852.0
MRPL55,47,,,2301,,,True,
SEC14L5,47,,,2301,,,True,
LMBR1L,47,47.0,-1.4741,2301,1869,2828,False,-527.0
RHNO1,46,46.0,-1.0115,2316,1875,1991,False,325.0
FAM110A,46,46.0,-0.1509,2316,1875,1045,False,1271.0
PEX1,46,,,2316,,,True,
BOD1L1,46,,,2316,,,True,
L3MBTL3,46,46.0,-0.4367,2316,1875,1316,False,1000.0
TNFRSF1A,46,46.0,-1.4136,2316,1875,2629,False,-313.0
ZNF630,46,21.0,-0.4874,2316,2398,1367,False,949.0
SMAP2,46,46.0,-1.5543,2316,1875,2965,False,-649.0
NEMF,46,46.0,-0.6866,2316,1875,1589,False,727.0
SUN1,46,20.0,-0.4719,2316,2432,1350,False,966.0
FABP6,45,,,2326,,,True,
ZNF43,45,45.0,-0.7224,2326,1882,1631,False,695.0
PTK6,45,,,2326,,,True,
NAPB,45,45.0,-0.6163,2326,1882,1519,False,807.0
ANKRD40,45,45.0,-0.8463,2326,1882,1778,False,548.0
STAT1,45,45.0,-1.2406,2326,1882,2347,False,-21.0
LRRC8D,45,45.0,-1.2706,2326,1882,2405,False,-79.0
TXNDC12,45,45.0,-2.0783,2326,1882,4303,False,-1977.0
FBXO46,45,45.0,-0.8056,2326,1882,1725,False,601.0
STT3A,45,45.0,-1.1701,2326,1882,2233,False,93.0
GPR27,45,,,2326,,,True,
S100PBP,45,45.0,-1.1445,2326,1882,2203,False,123.0
ALOX5,45,45.0,-0.521,2326,1882,1406,False,920.0
ANKRD17,45,45.0,-1.3111,2326,1882,2458,False,-132.0
FOXM1,45,45.0,-1.0977,2326,1882,2125,False,201.0
TRIM33,45,45.0,-0.6914,2326,1882,1597,False,729.0
ANKK1,45,,,2326,,,True,
CHN2,44,,,2343,,,True,
FBXL19,44,44.0,-1.0951,2343,1898,2120,False,223.0
ZNF76,44,44.0,-0.9153,2343,1898,1866,False,477.0
NFIC,44,,,2343,,,True,
CKAP2,44,44.0,-1.1123,2343,1898,2162,False,181.0
SLC35E2B,44,,,2343,,,True,
KAT2B,44,44.0,-0.9361,2343,1898,1895,False,448.0
TEAD4,44,44.0,-0.6895,2343,1898,1592,False,751.0
ZNF81,44,,,2343,,,True,
JUND,44,44.0,-0.6251,2343,1898,1532,False,811.0
EPG5,44,44.0,-1.1155,2343,1898,2165,False,178.0
NDUFV1,44,44.0,-1.2662,2343,1898,2394,False,-51.0
GATAD2B,44,44.0,-0.7059,2343,1898,1606,False,737.0
