gene,raw_score,kd_gated_score,eb_score,raw_rank,kd_gated_rank,eb_rank,dropped_by_kd_gate,rank_shift_raw_to_eb
DGAT1,5,5.0,-1.9136,4854,3713,3861,False,993.0
SMAD1,5,2.0,-1.9687,4854,5100,4024,False,830.0
LIME1,5,5.0,-0.9211,4854,3713,1875,False,2979.0
SEMA4B,5,5.0,-0.9466,4854,3713,1905,False,2949.0
CD79B,5,5.0,-2.4285,4854,3713,5471,False,-617.0
SUMO1,5,,,4854,,,True,
ZNF106,5,5.0,-2.0207,4854,3713,4163,False,691.0
IL17A,5,,,4854,,,True,
FAAP20,5,5.0,-1.7597,4854,3713,3330,False,1524.0
TRAPPC2,5,,,4854,,,True,
XCL2,5,,,4854,,,True,
F8A1,5,,,4854,,,True,
SLC49A4,5,5.0,-2.5211,4854,3713,5748,False,-894.0
ZBTB12,5,,,4854,,,True,
GSDMB,5,,,4854,,,True,
TRAPPC12,5,5.0,-2.0712,4854,3713,4296,False,558.0
RNF166,5,5.0,-2.3064,4854,3713,5027,False,-173.0
HS1BP3,5,5.0,-1.968,4854,3713,4010,False,844.0
SNX33,5,5.0,-1.4152,4854,3713,2632,False,2222.0
MAST4,5,,,4854,,,True,
LHPP,5,5.0,-1.9841,4854,3713,4069,False,785.0
GRK3,5,5.0,-1.4684,4854,3713,2822,False,2032.0
ZBTB16,5,,,4854,,,True,
RNF39,5,,,4854,,,True,
ZBTB46,5,,,4854,,,True,
MARCHF9,5,5.0,-2.1133,4854,3713,4423,False,431.0
NKX3-2,5,,,4854,,,True,
SLC51A,5,,,4854,,,True,
ZNF8,5,2.0,-1.2637,4854,5100,2370,False,2484.0
HEBP1,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
CST7,5,5.0,-2.4285,4854,3713,5471,False,-617.0
SNTB2,5,5.0,-2.0207,4854,3713,4163,False,691.0
RTN3,5,5.0,-2.3435,4854,3713,5084,False,-230.0
NOG,5,,,4854,,,True,
IGSF3,5,,,4854,,,True,
CREB3L4,5,3.0,-1.2949,4854,4437,2438,False,2416.0
VKORC1,5,5.0,-1.968,4854,3713,4010,False,844.0
FHIP2B,5,5.0,-2.2509,4854,3713,4809,False,45.0
VKORC1L1,5,5.0,-1.861,4854,3713,3725,False,1129.0
H4C13,5,,,4854,,,True,
GSTA1,5,,,4854,,,True,
APOL2,5,5.0,-2.0912,4854,3713,4354,False,500.0
CDIP1,5,5.0,-2.3214,4854,3713,5040,False,-186.0
TMEM35B,5,5.0,-1.8431,4854,3713,3648,False,1206.0
VAPA,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
SELENOH,5,5.0,-2.2509,4854,3713,4809,False,45.0
APOLD1,5,,,4854,,,True,
DERL1,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
SELENOK,5,5.0,-2.4291,4854,3713,5495,False,-641.0
PFKFB4,5,2.0,-1.231,4854,5100,2301,False,2553.0
CDC42SE2,5,5.0,-1.7378,4854,3713,3277,False,1577.0
SNX10,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
SIGLEC14,5,,,4854,,,True,
DEXI,5,5.0,-2.0912,4854,3713,4354,False,500.0
HSD17B11,5,5.0,-1.9136,4854,3713,3861,False,993.0
RPH3AL,5,,,4854,,,True,
TMCO1,5,5.0,-2.1982,4854,3713,4679,False,175.0
FBXW8,5,5.0,-1.9136,4854,3713,3861,False,993.0
MCCC1,5,5.0,-1.9136,4854,3713,3861,False,993.0
ZNF740,5,5.0,-1.7904,4854,3713,3431,False,1423.0
TBC1D20,5,5.0,-1.968,4854,3713,4010,False,844.0
CYBC1,5,5.0,-1.9685,4854,3713,4023,False,831.0
ZNF74,5,5.0,-1.4684,4854,3713,2822,False,2032.0
YJU2,5,,,4854,,,True,
CLECL1P,5,,,4854,,,True,
TMEM106B,5,5.0,-2.0912,4854,3713,4354,False,500.0
MACIR,5,5.0,-2.3214,4854,3713,5040,False,-186.0
TRIM46,5,5.0,-1.7378,4854,3713,3277,False,1577.0
NSDHL,5,5.0,-2.2908,4854,3713,4949,False,-95.0
LZTR1,5,5.0,-2.1982,4854,3713,4679,False,175.0
TRPC4AP,5,5.0,-1.9841,4854,3713,4069,False,785.0
CUTC,5,5.0,-1.861,4854,3713,3725,False,1129.0
TBC1D15,5,5.0,-1.6957,4854,3713,3197,False,1657.0
CLDN3,5,,,4854,,,True,
AKR1B1,5,5.0,-1.9136,4854,3713,3861,False,993.0
TRMT2A,5,5.0,-2.051,4854,3713,4233,False,621.0
OSBPL5,5,,,4854,,,True,
LYSET,5,5.0,-1.7904,4854,3713,3431,False,1423.0
IDH1,5,5.0,-2.0207,4854,3713,4163,False,691.0
TESK1,5,5.0,-2.3214,4854,3713,5040,False,-186.0
USP51,5,,,4854,,,True,
ETS1,5,,,4854,,,True,
TC2N,5,5.0,-2.4285,4854,3713,5471,False,-617.0
TATDN1,5,5.0,-2.3435,4854,3713,5084,False,-230.0
CISH,5,5.0,-1.861,4854,3713,3725,False,1129.0
CLK3,5,5.0,-0.9466,4854,3713,1905,False,2949.0
CISD3,5,5.0,-2.1832,4854,3713,4587,False,267.0
CLN3,5,5.0,-2.5211,4854,3713,5748,False,-894.0
ANAPC16,5,5.0,-2.1133,4854,3713,4423,False,431.0
NUCKS1,5,5.0,-1.9136,4854,3713,3861,False,993.0
TEN1,5,,,4854,,,True,
SETD6,5,5.0,-2.3214,4854,3713,5040,False,-186.0
NTRK1,5,,,4854,,,True,
NEUROG3,5,,,4854,,,True,
HOXD12,5,,,4854,,,True,
SCGB3A1,5,,,4854,,,True,
COBLL1,5,,,4854,,,True,
FAM216A,5,5.0,-1.7904,4854,3713,3431,False,1423.0
NUDT16L1,5,5.0,-2.3214,4854,3713,5040,False,-186.0
EVX1,5,,,4854,,,True,
NFAM1,5,,,4854,,,True,
ADRB2,5,5.0,-0.9211,4854,3713,1875,False,2979.0
ZNF768,5,5.0,-0.9792,4854,3713,1949,False,2905.0
TRIM58,5,,,4854,,,True,
HOXD1,5,,,4854,,,True,
H2BC7,5,,,4854,,,True,
ZDHHC11,5,,,4854,,,True,
COL16A1,5,,,4854,,,True,
MAGT1,5,5.0,-2.536,4854,3713,5841,False,-987.0
SFRP1,5,,,4854,,,True,
TBCK,5,5.0,-2.166,4854,3713,4565,False,289.0
SLCO3A1,5,5.0,-2.1562,4854,3713,4551,False,303.0
ADI1,5,5.0,-1.9136,4854,3713,3861,False,993.0
NT5C,5,5.0,-2.0207,4854,3713,4163,False,691.0
CYB561D1,5,5.0,-1.861,4854,3713,3725,False,1129.0
ZDHHC17,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
CLN6,5,5.0,-2.1982,4854,3713,4679,False,175.0
DDAH2,5,5.0,-1.5815,4854,3713,3017,False,1837.0
TMED1,5,5.0,-2.1982,4854,3713,4679,False,175.0
VCPIP1,5,5.0,-2.0207,4854,3713,4163,False,691.0
MED16,5,,,4854,,,True,
ZNF786,5,5.0,-1.7484,4854,3713,3303,False,1551.0
PANX2,5,2.0,-1.231,4854,5100,2301,False,2553.0
ZFP62,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
AKAP13,5,5.0,-1.4497,4854,3713,2787,False,2067.0
H2AC12,5,,,4854,,,True,
TRIM32,5,,,4854,,,True,
DCLRE1B,5,,,4854,,,True,
IFIH1,5,5.0,-2.414,4854,3713,5410,False,-556.0
PARP11,5,5.0,-1.9136,4854,3713,3861,False,993.0
ADAT1,5,5.0,-1.9136,4854,3713,3861,False,993.0
FBXO40,5,,,4854,,,True,
CFL2,5,5.0,-2.4285,4854,3713,5471,False,-617.0
FBXO44,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
NFKBIA,5,5.0,-1.7904,4854,3713,3431,False,1423.0
FBXO7,5,5.0,-1.926,4854,3713,3894,False,960.0
LRRC57,5,5.0,-1.9841,4854,3713,4069,False,785.0
LRRC46,5,,,4854,,,True,
IFITM1,5,5.0,-1.1063,4854,3713,2136,False,2718.0
TCF15,5,,,4854,,,True,
LRRC41,5,5.0,-2.1417,4854,3713,4512,False,342.0
AGAP2,5,5.0,-2.1417,4854,3713,4512,False,342.0
TAF1,5,,,4854,,,True,
SLFN12,5,,,4854,,,True,
RUFY1,5,5.0,-1.9841,4854,3713,4069,False,785.0
DCXR,5,5.0,-2.3585,4854,3713,5151,False,-297.0
CEP78,5,5.0,-2.0912,4854,3713,4354,False,500.0
FBXO10,5,,,4854,,,True,
MAP3K12,5,5.0,-0.9211,4854,3713,1875,False,2979.0
FBXL8,5,5.0,-1.6979,4854,3713,3204,False,1650.0
ZC2HC1A,5,5.0,-2.0082,4854,3713,4122,False,732.0
OXCT1,5,5.0,-1.861,4854,3713,3725,False,1129.0
OXLD1,5,5.0,-2.3435,4854,3713,5084,False,-230.0
AKIP1,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
TEAD3,5,,,4854,,,True,
AFG2A,5,,,4854,,,True,
S100B,5,,,4854,,,True,
TAPT1,5,5.0,-2.1982,4854,3713,4679,False,175.0
CTRL,5,,,4854,,,True,
CHST15,5,,,4854,,,True,
P3H1,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
P4HA1,5,5.0,-2.2509,4854,3713,4809,False,45.0
CHST11,5,5.0,-1.4923,4854,3713,2863,False,1991.0
FAR1,5,5.0,-2.4285,4854,3713,5471,False,-617.0
DHRS12,5,1.0,-1.3898,4854,6019,2582,False,2272.0
TMEM208,5,5.0,-2.0322,4854,3713,4215,False,639.0
DBF4B,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
HSPA1L,5,5.0,-1.861,4854,3713,3725,False,1129.0
FASTK,5,5.0,-1.9765,4854,3713,4053,False,801.0
USP25,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
FBH1,5,5.0,-2.2365,4854,3713,4753,False,101.0
S100A2,5,,,4854,,,True,
SMR3B,5,,,4854,,,True,
PAFAH1B2,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
CHMP4B,5,5.0,-1.7484,4854,3713,3303,False,1551.0
TTC28,5,,,4854,,,True,
ZC3H12B,5,,,4854,,,True,
DBNDD2,5,5.0,-1.7597,4854,3713,3330,False,1524.0
H2AC16,5,,,4854,,,True,
NDRG3,5,5.0,-2.4285,4854,3713,5471,False,-617.0
ARF6,5,5.0,-2.0912,4854,3713,4354,False,500.0
TSC22D4,5,5.0,-2.4285,4854,3713,5471,False,-617.0
ELAPOR1,5,1.0,-2.1042,4854,6019,4387,False,467.0
UBXN2B,5,5.0,-1.9841,4854,3713,4069,False,785.0
DPM3,5,5.0,-2.3435,4854,3713,5084,False,-230.0
KIF9,5,5.0,-2.032,4854,3713,4212,False,642.0
VRK1,5,5.0,-2.4285,4854,3713,5471,False,-617.0
GNPTG,5,5.0,-2.2365,4854,3713,4753,False,101.0
GNL1,5,5.0,-1.953,4854,3713,3964,False,890.0
C19orf38,5,,,4854,,,True,
PRH1,5,,,4854,,,True,
C19orf47,5,5.0,-2.2908,4854,3713,4949,False,-95.0
IRF7,5,5.0,-1.9841,4854,3713,4069,False,785.0
PREP,5,5.0,-2.1982,4854,3713,4679,False,175.0
G3BP2,5,5.0,-1.7904,4854,3713,3431,False,1423.0
MSN,5,5.0,-2.1982,4854,3713,4679,False,175.0
KIR3DL2,5,,,4854,,,True,
C19orf73,5,,,4854,,,True,
GADD45A,5,5.0,-2.0912,4854,3713,4354,False,500.0
WDR47,5,,,4854,,,True,
ISYNA1,5,5.0,-0.9466,4854,3713,1905,False,2949.0
MMACHC,5,1.0,-2.3954,4854,6019,5340,False,-486.0
BTBD6,5,5.0,-1.8431,4854,3713,3648,False,1206.0
WDR45B,5,5.0,-1.9841,4854,3713,4069,False,785.0
GNA15,5,5.0,-1.9136,4854,3713,3861,False,993.0
RBAK,5,5.0,-1.8189,4854,3713,3588,False,1266.0
UBE2D4,5,5.0,-2.4135,4854,3713,5409,False,-555.0
ZNF425,5,,,4854,,,True,
SRXN1,5,5.0,-2.0912,4854,3713,4354,False,500.0
ATL3,5,5.0,-2.1838,4854,3713,4588,False,266.0
PRMT7,5,,,4854,,,True,
GALK1,5,5.0,-2.0912,4854,3713,4354,False,500.0
GNG4,5,4.0,-1.0516,4854,4017,2038,False,2816.0
GAL3ST4,5,,,4854,,,True,
BUD31,5,,,4854,,,True,
RASSF5,5,,,4854,,,True,
RBM8A,5,,,4854,,,True,
TPM4,5,5.0,-1.8431,4854,3713,3648,False,1206.0
PPP2R5D,5,5.0,-1.9136,4854,3713,3861,False,993.0
RDX,5,5.0,-2.3214,4854,3713,5040,False,-186.0
ZNF594,5,,,4854,,,True,
ABRAXAS1,5,5.0,-2.0207,4854,3713,4163,False,691.0
MTAP,5,5.0,-1.7904,4854,3713,3431,False,1423.0
ASCC1,5,5.0,-2.1838,4854,3713,4588,False,266.0
GON4L,5,,,4854,,,True,
IPO8,5,5.0,-1.7378,4854,3713,3277,False,1577.0
RETN,5,,,4854,,,True,
ABTB3,5,5.0,-1.968,4854,3713,4010,False,844.0
RETREG2,5,5.0,-2.1838,4854,3713,4588,False,266.0
DNLZ,5,,,4854,,,True,
ZNF345,5,5.0,-2.0912,4854,3713,4354,False,500.0
C6orf47,5,5.0,-1.861,4854,3713,3725,False,1129.0
ZNF597,5,5.0,-1.9841,4854,3713,4069,False,785.0
THOP1,5,5.0,-2.307,4854,3713,5030,False,-176.0
ASRGL1,5,,,4854,,,True,
PPTC7,5,5.0,-1.7904,4854,3713,3431,False,1423.0
SSX2IP,5,,,4854,,,True,
PRDM4,5,5.0,-2.0912,4854,3713,4354,False,500.0
ST18,5,,,4854,,,True,
TPMT,5,5.0,-2.1133,4854,3713,4423,False,431.0
IRAK3,5,,,4854,,,True,
ST20,5,5.0,-2.0207,4854,3713,4163,False,691.0
ELMO1,5,,,4854,,,True,
KLF9,5,5.0,-1.9136,4854,3713,3861,False,993.0
FXR2,5,5.0,-0.9792,4854,3713,1949,False,2905.0
WDR77,5,5.0,-2.032,4854,3713,4212,False,642.0
MTA1,5,5.0,-1.6957,4854,3713,3197,False,1657.0
IRAK1,5,5.0,-1.9841,4854,3713,4069,False,785.0
RCE1,5,5.0,-2.1982,4854,3713,4679,False,175.0
TRAF5,5,5.0,-2.0912,4854,3713,4354,False,500.0
MT2A,5,5.0,-2.2509,4854,3713,4809,False,45.0
PPM1G,5,5.0,-2.4285,4854,3713,5471,False,-617.0
RASSF1,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
DRC3,5,,,4854,,,True,
KBTBD11,5,,,4854,,,True,
EDEM1,5,5.0,-1.7378,4854,3713,3277,False,1577.0
WASF1,5,,,4854,,,True,
WASHC5,5,5.0,-2.2365,4854,3713,4753,False,101.0
SPTAN1,5,5.0,-1.7904,4854,3713,3431,False,1423.0
RAB40C,5,5.0,-2.3214,4854,3713,5040,False,-186.0
EGFL7,5,,,4854,,,True,
ZNF546,5,5.0,-2.1982,4854,3713,4679,False,175.0
ABCD3,5,5.0,-2.4285,4854,3713,5471,False,-617.0
BEND4,5,,,4854,,,True,
HIC1,5,5.0,-0.9466,4854,3713,1905,False,2949.0
E2F7,5,5.0,-2.4285,4854,3713,5471,False,-617.0
KCNIP3,5,,,4854,,,True,
PTPRCAP,5,,,4854,,,True,
SPTB,5,,,4854,,,True,
DZIP3,5,5.0,-2.414,4854,3713,5410,False,-556.0
BCL7A,5,5.0,-1.968,4854,3713,4010,False,844.0
HIKESHI,5,5.0,-2.0912,4854,3713,4354,False,500.0
ZNF519,5,5.0,-2.0912,4854,3713,4354,False,500.0
RAB20,5,5.0,-0.9466,4854,3713,1905,False,2949.0
JHY,5,,,4854,,,True,
ABCB1,5,,,4854,,,True,
TOP6BL,5,5.0,-2.3214,4854,3713,5040,False,-186.0
KANK1,5,5.0,-1.717,4854,3713,3243,False,1611.0
KATNB1,5,5.0,-1.9841,4854,3713,4069,False,785.0
SPINT2,5,5.0,-1.7597,4854,3713,3330,False,1524.0
GIMAP1-GIMAP5,5,,,4854,,,True,
BAIAP3,5,,,4854,,,True,
RAB34,5,,,4854,,,True,
RAB35,5,5.0,-1.9136,4854,3713,3861,False,993.0
PYCR2,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
RAB3D,5,,,4854,,,True,
BCL2,5,5.0,-2.4285,4854,3713,5471,False,-617.0
ATP8B3,5,3.0,-1.7014,4854,4437,3208,False,1646.0
KCNK5,5,1.0,-2.3954,4854,6019,5340,False,-486.0
EID1,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
PTBP3,5,5.0,-1.8189,4854,3713,3588,False,1266.0
ITGAV,5,5.0,-2.4285,4854,3713,5471,False,-617.0
DUSP16,5,5.0,-1.9136,4854,3713,3861,False,993.0
PSME3IP1,5,5.0,-2.5211,4854,3713,5748,False,-894.0
ATPAF1,5,5.0,-2.0207,4854,3713,4163,False,691.0
SLC25A42,5,5.0,-1.4257,4854,3713,2704,False,2150.0
ATXN3,5,5.0,-1.8189,4854,3713,3588,False,1266.0
KDSR,5,5.0,-1.8431,4854,3713,3648,False,1206.0
GANC,5,5.0,-2.3435,4854,3713,5084,False,-230.0
KHNYN,5,5.0,-1.856,4854,3713,3722,False,1132.0
BRD4,5,5.0,-1.5351,4854,3713,2924,False,1930.0
BRI3BP,5,5.0,-2.4285,4854,3713,5471,False,-617.0
HK3,5,,,4854,,,True,
DRG1,5,,,4854,,,True,
BORCS6,5,5.0,-2.1982,4854,3713,4679,False,175.0
RAD1,5,1.0,-1.4153,4854,6019,2633,False,2221.0
ZNF460,5,,,4854,,,True,
ZNF462,5,,,4854,,,True,
VSIG2,5,,,4854,,,True,
PTPDC1,5,5.0,-0.9466,4854,3713,1905,False,2949.0
BLCAP,5,5.0,-2.1982,4854,3713,4679,False,175.0
KCTD17,5,5.0,-2.4285,4854,3713,5471,False,-617.0
PTGR1,5,,,4854,,,True,
PTGIS,5,5.0,-2.0322,4854,3713,4215,False,639.0
BMAL1,5,5.0,-1.968,4854,3713,4010,False,844.0
RAMAC,5,,,4854,,,True,
GCH1,5,0.0,-2.668,4854,7153,6189,False,-1335.0
DUSP3,5,5.0,-1.7597,4854,3713,3330,False,1524.0
MND1,5,5.0,-2.1562,4854,3713,4551,False,303.0
DUSP18,5,5.0,-1.968,4854,3713,4010,False,844.0
UBQLN2,5,5.0,-1.9136,4854,3713,3861,False,993.0
GBP5,5,5.0,-1.9136,4854,3713,3861,False,993.0
GCLM,5,5.0,-2.1982,4854,3713,4679,False,175.0
DNASE2,5,5.0,-1.968,4854,3713,4010,False,844.0
ELL2,5,2.0,-2.26,4854,5100,4889,False,-35.0
TSPAN15,5,5.0,-1.4257,4854,3713,2704,False,2150.0
EPB41,5,5.0,-2.051,4854,3713,4233,False,621.0
TLX1,5,,,4854,,,True,
FOXB1,5,,,4854,,,True,
HERC6,5,5.0,-1.9136,4854,3713,3861,False,993.0
CCDC7,5,5.0,-1.9841,4854,3713,4069,False,785.0
MIA,5,,,4854,,,True,
TGFB3,5,,,4854,,,True,
FOXD3,5,,,4854,,,True,
SOX10,5,,,4854,,,True,
ENTPD6,5,,,4854,,,True,
ARL6IP6,5,5.0,-1.7904,4854,3713,3431,False,1423.0
STK38,5,5.0,-1.9136,4854,3713,3861,False,993.0
GPR171,5,5.0,-2.4285,4854,3713,5471,False,-617.0
ZSCAN21,5,5.0,-2.0912,4854,3713,4354,False,500.0
FOXE3,5,,,4854,,,True,
PLEKHG4,5,5.0,-1.5163,4854,3713,2893,False,1961.0
ZNF222,5,,,4854,,,True,
PLEKHM1,5,,,4854,,,True,
DMRTA1,5,,,4854,,,True,
RHEBL1,5,5.0,-2.4285,4854,3713,5471,False,-617.0
HMG20A,5,5.0,-2.0606,4854,3713,4252,False,602.0
RHBDL1,5,,,4854,,,True,
ARMC2,5,,,4854,,,True,
RGS6,5,,,4854,,,True,
ULK1,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
ACBD5,5,5.0,-1.7904,4854,3713,3431,False,1423.0
L3HYPDH,5,5.0,-2.1988,4854,3713,4700,False,154.0
FOSL1,5,1.0,-2.1042,4854,6019,4387,False,467.0
RGS3,5,,,4854,,,True,
CCDC88C,5,5.0,-2.4285,4854,3713,5471,False,-617.0
TMEM70,5,5.0,-1.741,4854,3713,3283,False,1571.0
MYT1,5,,,4854,,,True,
DHRS3,5,5.0,-1.5351,4854,3713,2924,False,1930.0
CD163,5,,,4854,,,True,
STXBP5,5,,,4854,,,True,
LGALS1,5,5.0,-2.1982,4854,3713,4679,False,175.0
RNF103,5,5.0,-1.968,4854,3713,4010,False,844.0
FMC1,5,5.0,-1.741,4854,3713,3283,False,1571.0
TM6SF1,5,5.0,-2.1982,4854,3713,4679,False,175.0
PIGR,5,,,4854,,,True,
LEMD3,5,5.0,-2.0912,4854,3713,4354,False,500.0
PIK3R2,5,5.0,-2.3214,4854,3713,5040,False,-186.0
LEF1,5,,,4854,,,True,
CCNI2,5,5.0,-2.4285,4854,3713,5471,False,-617.0
MYO1G,5,5.0,-2.2509,4854,3713,4809,False,45.0
STX2,5,5.0,-2.0912,4854,3713,4354,False,500.0
VPS11,5,5.0,-2.1982,4854,3713,4679,False,175.0
GREM2,5,,,4854,,,True,
LDAF1,5,,,4854,,,True,
PIN4,5,5.0,-1.9841,4854,3713,4069,False,785.0
ARHGAP26,5,5.0,-2.1982,4854,3713,4679,False,175.0
CCNB2,5,5.0,-1.7484,4854,3713,3303,False,1551.0
SOCS7,5,5.0,-1.968,4854,3713,4010,False,844.0
TRAF3IP1,5,5.0,-1.8189,4854,3713,3588,False,1266.0
FNDC10,5,5.0,-2.0912,4854,3713,4354,False,500.0
HELQ,5,5.0,-2.0322,4854,3713,4215,False,639.0
ACOT8,5,5.0,-2.2365,4854,3713,4753,False,101.0
LBX2,5,,,4854,,,True,
DIP2C,5,,,4854,,,True,
DMXL2,5,,,4854,,,True,
NIT2,5,5.0,-2.3214,4854,3713,5040,False,-186.0
CACNA1E,5,,,4854,,,True,
CASTOR1,5,5.0,-1.717,4854,3713,3243,False,1611.0
ACAT2,5,5.0,-1.7484,4854,3713,3303,False,1551.0
DNAJA4,5,5.0,-1.861,4854,3713,3725,False,1129.0
MUC12,5,,,4854,,,True,
DNAJB14,5,5.0,-2.1411,4854,3713,4511,False,343.0
ZNF322,5,5.0,-1.9841,4854,3713,4069,False,785.0
CACNA2D2,5,,,4854,,,True,
ACAA2,5,5.0,-1.8189,4854,3713,3588,False,1266.0
MUL1,5,5.0,-1.861,4854,3713,3725,False,1129.0
MIIP,5,5.0,-1.6537,4854,3713,3130,False,1724.0
EMC8,5,5.0,-2.5211,4854,3713,5748,False,-894.0
RFX4,5,,,4854,,,True,
RFNG,5,5.0,-1.9636,4854,3713,4008,False,846.0
POU3F2,5,,,4854,,,True,
INSL3,5,5.0,-1.9841,4854,3713,4069,False,785.0
ARPC5,5,5.0,-1.9136,4854,3713,3861,False,993.0
UBAP1L,5,,,4854,,,True,
KPNA2,5,5.0,-2.1982,4854,3713,4679,False,175.0
EEPD1,5,,,4854,,,True,
PNPLA8,5,5.0,-2.6587,4854,3713,6170,False,-1316.0
TSNAX,5,5.0,-2.3214,4854,3713,5040,False,-186.0
SLC39A8,5,5.0,-2.4285,4854,3713,5471,False,-617.0
TLCD5,5,,,4854,,,True,
PNP,5,5.0,-1.968,4854,3713,4010,False,844.0
FOXN3,5,,,4854,,,True,
SENP7,4,4.0,-2.0262,5316,4017,4177,False,1139.0
DIAPH3,4,4.0,-2.3635,5316,4017,5152,False,164.0
SLX4IP,4,4.0,-2.3856,5316,4017,5323,False,-7.0
SLC35D1,4,4.0,-2.0262,5316,4017,4177,False,1139.0
XAF1,4,4.0,-2.1332,5316,4017,4456,False,860.0
THBS3,4,,,5316,,,True,
ACSL5,4,4.0,-2.2403,5316,4017,4757,False,559.0
SH3D19,4,,,5316,,,True,
ADCY9,4,4.0,-2.7008,5316,4017,6311,False,-995.0
DYRK4,4,4.0,-2.7008,5316,4017,6311,False,-995.0
DYRK2,4,4.0,-2.4705,5316,4017,5515,False,-199.0
ACAA1,4,4.0,-2.349,5316,4017,5111,False,205.0
NHLRC3,4,4.0,-2.3856,5316,4017,5323,False,-7.0
TEX261,4,4.0,-2.7008,5316,4017,6311,False,-995.0
MRPL4,4,,,5316,,,True,
SLC4A5,4,,,5316,,,True,
MPZL1,4,4.0,-1.903,5316,4017,3835,False,1481.0
MTNAP1,4,,,5316,,,True,
MPST,4,4.0,-2.2785,5316,4017,4928,False,388.0
SLC25A53,4,,,5316,,,True,
SLC38A9,4,4.0,-1.9557,5316,4017,3971,False,1345.0
SGPP1,4,4.0,-2.7008,5316,4017,6311,False,-995.0
ABCF2,4,4.0,-2.7008,5316,4017,6311,False,-995.0
SLC25A45,4,4.0,-2.2403,5316,4017,4757,False,559.0
DUSP5,4,4.0,-2.0854,5316,4017,4342,False,974.0
ZBED10P,4,,,5316,,,True,
NFKBIZ,4,4.0,-2.3635,5316,4017,5152,False,164.0
ABTB1,4,4.0,-2.293,5316,4017,4951,False,365.0
EBAG9,4,4.0,-1.0516,5316,4017,2038,False,3278.0
NCK1,4,4.0,-2.0101,5316,4017,4151,False,1165.0
MRM1,4,4.0,-2.1042,5316,4017,4387,False,929.0
ACP1,4,4.0,-2.4561,5316,4017,5506,False,-190.0
DHX58,4,4.0,-1.8852,5316,4017,3797,False,1519.0
SLC22A18,4,4.0,-2.0614,5316,4017,4253,False,1063.0
SLC6A9,4,4.0,-1.019,5316,4017,2001,False,3315.0
ZSWIM8,4,4.0,-2.1332,5316,4017,4456,False,860.0
ADAMTSL5,4,,,5316,,,True,
ACRBP,4,,,5316,,,True,
MTERF4,4,4.0,-2.0262,5316,4017,4177,False,1139.0
CSRNP1,4,4.0,-2.3635,5316,4017,5152,False,164.0
SIRT3,4,4.0,-2.4705,5316,4017,5515,False,-199.0
NAA38,4,4.0,-0.9935,5316,4017,1969,False,3347.0
XPA,4,4.0,-2.4705,5316,4017,5515,False,-199.0
DCUN1D5,4,4.0,-2.4705,5316,4017,5515,False,-199.0
ZNF90,4,1.0,-1.4153,5316,6019,2633,False,2683.0
SLC25A11,4,4.0,-2.2259,5316,4017,4743,False,573.0
MTDH,4,4.0,-1.8852,5316,4017,3797,False,1519.0
SEPTIN6,4,,,5316,,,True,
ACSL4,4,4.0,-2.0627,5316,4017,4266,False,1050.0
TDG,4,4.0,-2.0262,5316,4017,4177,False,1139.0
ZSWIM7,4,4.0,-2.2785,5316,4017,4928,False,388.0
AGAP4,4,,,5316,,,True,
SIVA1,4,4.0,-2.2403,5316,4017,4757,False,559.0
EEF1A1,4,,,5316,,,True,
WDR91,4,4.0,-2.2403,5316,4017,4757,False,559.0
DDIT3,4,4.0,-2.0614,5316,4017,4253,False,1063.0
NBPF3,4,,,5316,,,True,
DNAJC14,4,4.0,-2.0262,5316,4017,4177,False,1139.0
YOD1,4,4.0,-2.4705,5316,4017,5515,False,-199.0
ACVR1C,4,1.0,-1.4153,5316,6019,2633,False,2683.0
SLC16A3,4,4.0,-2.0614,5316,4017,4253,False,1063.0
ZSCAN26,4,4.0,-2.1332,5316,4017,4456,False,860.0
NEDD9,4,4.0,-2.0614,5316,4017,4253,False,1063.0
DOK2,4,4.0,-2.2403,5316,4017,4757,False,559.0
MRTFA,4,4.0,-1.5695,5316,4017,2992,False,2324.0
DNAJA1,4,4.0,-2.1332,5316,4017,4456,False,860.0
SLC10A3,4,4.0,-2.5782,5316,4017,5864,False,-548.0
CYB5B,4,4.0,-2.1332,5316,4017,4456,False,860.0
DNAH17,4,,,5316,,,True,
NBEAL2,4,4.0,-2.0627,5316,4017,4266,False,1050.0
YDJC,4,4.0,-2.4705,5316,4017,5515,False,-199.0
THUMPD3,4,4.0,-2.0262,5316,4017,4177,False,1139.0
