target_contrast_gene_name,rank,regpower_eb_mean,regpower_eb_sd,p_top_1pct,n_conditions,expected_downstream,shrinkage,n_signif_conditions,xcond_reproducibility,any_offtarget
GALK1,4363,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
MICA,4364,-2.091,0.8956,0.0,3,8.9,0.629,3,0.0,False
STX2,4365,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
PCK2,4366,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
TMEM106B,4367,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
GADD45A,4368,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
SMURF1,4369,-2.091,0.8956,0.0,3,8.9,0.629,3,0.0,False
ZNF519,4370,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
CRAMP1,4371,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
TRAF5,4372,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
HIKESHI,4373,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
NEK4,4374,-2.091,0.8956,0.0,3,8.9,0.629,3,0.0,False
CEP78,4375,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
UBOX5,4376,-2.0924,0.8956,0.0,3,15.2,0.629,3,0.125,True
KYAT3,4377,-2.0924,0.8956,0.0,3,15.2,0.629,3,0.04,True
CELF1,4378,-2.0962,0.8956,0.0,3,8.9,0.629,3,0.0,False
LYPLA1,4379,-2.0962,0.8956,0.0,3,8.9,0.629,3,0.0,False
PPP1R9B,4380,-2.0962,0.8956,0.0,3,8.9,0.629,3,0.0,False
NF1,4381,-2.0962,0.8956,0.0,3,8.9,0.629,3,0.0,False
ZNF189,4382,-2.0962,0.8956,0.0,3,8.9,0.629,3,0.0,False
CDC42SE1,4383,-2.1002,0.8956,0.0,3,12.7,0.629,3,0.1,True
C2CD3,4384,-2.1008,0.8956,0.0,3,15.1,0.629,3,0.429,True
PUS7L,4385,-2.1008,0.8956,0.0,3,15.1,0.629,3,0.429,True
CENPX,4386,-2.1008,0.8956,0.0,3,15.1,0.629,3,0.2,True
ZCCHC14,4387,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
PSME3,4388,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
PPFIBP1,4389,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.125,False
SNX25,4390,-2.1039,1.0073,0.0001,2,9.2,0.53,2,1.0,False
PTRH1,4391,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
ITGAX,4392,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
ZNF697,4393,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.143,False
MFSD2A,4394,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
LGALSL,4395,-2.1039,1.0073,0.0001,2,9.2,0.53,2,1.0,False
FECH,4396,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
TLK2,4397,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
TBC1D4,4398,-2.1039,1.0073,0.0001,2,9.2,0.53,2,1.0,False
EMP1,4399,-2.1039,1.0073,0.0001,2,9.2,0.53,2,1.0,False
SMOX,4400,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
SMNDC1,4401,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
GNAI1,4402,-2.1039,1.0073,0.0001,2,9.2,0.53,2,1.0,False
ELAPOR1,4403,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.2,False
GOLM1,4404,-2.1039,1.0073,0.0001,2,9.2,0.53,2,1.0,False
B4GALT7,4405,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,True
FOSL1,4406,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.2,False
MRM1,4407,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
PEX12,4408,-2.1039,1.0073,0.0001,2,9.2,0.53,2,1.0,False
SERPINE2,4409,-2.1039,1.0073,0.0001,2,9.2,0.53,2,1.0,False
ID3,4410,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.25,False
ALDH5A1,4411,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
ZNF333,4412,-2.1039,1.0073,0.0001,2,9.2,0.53,2,0.0,False
MTO1,4413,-2.1066,0.8956,0.0,3,15.0,0.629,3,0.333,True
ACAP3,4414,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.125,False
HADH,4415,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.0,False
KBTBD7,4416,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.0,False
PFKP,4417,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.125,False
CREBL2,4418,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.125,False
IFI6,4419,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.0,False
SMCHD1,4420,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.125,False
ZDHHC21,4421,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.0,False
S100P,4422,-2.1068,0.8956,0.0,3,8.8,0.629,3,0.125,False
TPMT,4423,-2.1131,0.8956,0.0,3,14.9,0.629,3,0.6,True
ANAPC16,4424,-2.1131,0.8956,0.0,3,14.9,0.629,3,0.6,True
MARCHF9,4425,-2.1131,0.8956,0.0,3,14.9,0.629,3,0.6,True
ATMIN,4426,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
ATN1,4427,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
CD151,4428,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
TMEM71,4429,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
ACBD6,4430,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
DYRK1B,4431,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
LRP11,4432,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
GIMAP8,4433,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
ZNF680,4434,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
UHMK1,4435,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
USP38,4436,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
AKT1,4437,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
ZNF346,4438,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
IDH3B,4439,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
TRABD,4440,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
ANAPC7,4441,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
THEMIS2,4442,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
CSTF2T,4443,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
ACTN4,4444,-2.1152,0.8956,0.0,3,8.7,0.629,3,0.333,False
CNST,4445,-2.1175,0.8956,0.0,3,10.4,0.629,3,0.25,True
PIK3C2B,4446,-2.1181,0.8956,0.0,3,8.7,0.629,3,0.0,False
ARRB1,4447,-2.1181,0.8956,0.0,3,8.7,0.629,3,0.0,False
HADHB,4448,-2.1186,0.8956,0.0,3,14.8,0.629,3,0.286,True
UBXN4,4449,-2.121,0.8956,0.0,3,8.7,0.629,3,0.0,False
ZNF568,4450,-2.1218,0.8956,0.0,3,14.8,0.629,3,0.222,True
ACAD10,4451,-2.1224,0.8956,0.0,3,14.8,0.629,3,0.125,True
MAGI3,4452,-2.1278,1.0073,0.0001,2,8.2,0.53,2,0.0,False
FAM8A1,4453,-2.1278,1.0073,0.0001,2,8.2,0.53,2,0.0,False
DNASE1L1,4454,-2.1278,1.0073,0.0001,2,8.2,0.53,2,0.0,False
C2orf76,4455,-2.1308,0.8956,0.0,3,14.6,0.629,3,0.5,True
ZSWIM8,4456,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
UCP2,4457,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.143,False
XAF1,4458,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
NAXE,4459,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
PAIP2,4460,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.143,False
CYB5B,4461,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
ZFYVE16,4462,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
ICAM1,4463,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
SCRN2,4464,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
GPATCH4,4465,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
RIOX2,4466,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
C9orf72,4467,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
LDB1,4468,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
TTC39B,4469,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
RAB3GAP2,4470,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
BOLA1,4471,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
ZIK1,4472,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
ST6GAL1,4473,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
SCLY,4474,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
DNAJA1,4475,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
PPP6R3,4476,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
TDRD3,4477,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.0,False
PURA,4478,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
COMTD1,4479,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
TMEM161B,4480,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
SYPL1,4481,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
SYTL2,4482,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
COMMD2,4483,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.0,False
HMG20B,4484,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
SPINDOC,4485,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
VAMP1,4486,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
LRIG2,4487,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.143,False
ANAPC15,4488,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
PHKA2,4489,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.0,False
STRIP1,4490,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
TBC1D23,4491,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
BCAS3,4492,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
SUSD6,4493,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
ABHD16A,4494,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
NDUFC2,4495,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
RNF13,4496,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
BBS1,4497,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
ZSCAN26,4498,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
S1PR1,4499,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
STX11,4500,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
SLC35F2,4501,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
ZDHHC14,4502,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
CNKSR2,4503,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.25,False
CFAP36,4504,-2.1331,0.8956,0.0,3,8.5,0.629,3,0.0,False
ZFP36,4505,-2.1336,0.8956,0.0,3,10.2,0.629,3,0.5,True
LARP4,4506,-2.1362,0.8956,0.0,3,8.5,0.629,3,0.0,False
IFITM2,4507,-2.1362,0.8956,0.0,3,8.5,0.629,3,0.0,False
NEK1,4508,-2.1362,0.8956,0.0,3,8.5,0.629,3,0.0,False
SFI1,4509,-2.1362,0.8956,0.0,3,8.5,0.629,3,0.0,False
AFF4,4510,-2.1362,0.8956,0.0,3,8.5,0.629,3,0.0,False
DNAJB14,4511,-2.141,0.8956,0.0,3,12.1,0.629,3,0.2,True
LRRC41,4512,-2.1416,0.8956,0.0,3,14.5,0.629,3,0.4,True
AGAP2,4513,-2.1416,0.8956,0.0,3,14.5,0.629,3,0.4,True
DHX57,4514,-2.1432,0.8956,0.0,3,10.1,0.629,3,0.0,True
ZZEF1,4515,-2.1451,0.8956,0.0,3,14.4,0.629,3,0.25,True
ITFG1,4516,-2.1451,0.8956,0.0,3,14.4,0.629,3,0.25,True
KDM1B,4517,-2.1451,0.8956,0.0,3,14.4,0.629,3,0.25,True
CCDC25,4518,-2.148,0.8956,0.0,3,12.0,0.629,3,0.167,True
MYO19,4519,-2.1486,0.8956,0.0,3,14.4,0.629,3,0.143,True
SLFN5,4520,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
PPP3CB,4521,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
ZNF25,4522,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
U2AF1L4,4523,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
PRKCB,4524,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
SMIM10L1,4525,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
CLPP,4526,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
TBC1D22A,4527,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
EBP,4528,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
CERS6,4529,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
MSH2,4530,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
CCR7,4531,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
BORCS7,4532,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
BLMH,4533,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
ZHX1,4534,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
LPXN,4535,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
DOK1,4536,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
ZNF211,4537,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
THEMIS,4538,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
AASDHPPT,4539,-2.1492,0.8956,0.0,3,8.4,0.629,3,0.0,False
AKT3,4540,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
PLAA,4541,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
IFT57,4542,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
GMFB,4543,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
SWAP70,4544,-2.1492,0.8956,0.0,3,8.4,0.629,3,1.0,False
NCOA7,4545,-2.1518,1.0073,0.0001,2,8.4,0.53,2,0.0,False
SUCLG2,4546,-2.1518,1.0073,0.0001,2,8.4,0.53,2,0.0,False
C2orf42,4547,-2.1518,1.0073,0.0001,2,8.4,0.53,2,0.0,False
TECR,4548,-2.1518,1.0073,0.0001,2,8.4,0.53,2,0.0,False
TMEM216,4549,-2.1526,0.8956,0.0,3,8.4,0.629,3,0.0,False
KIF15,4550,-2.1552,0.8956,0.0,3,14.3,0.629,3,0.75,True
MND1,4551,-2.156,0.8956,0.0,3,8.3,0.629,3,0.0,False
SLCO3A1,4552,-2.156,0.8956,0.0,3,8.3,0.629,3,0.0,False
SEC16A,4553,-2.1595,0.8956,0.0,3,8.3,0.629,3,0.0,False
IKBIP,4554,-2.1596,0.8956,0.0,3,14.2,0.629,3,0.056,True
CEP72,4555,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.167,False
ZNF394,4556,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.167,False
ZNF397,4557,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.0,False
STXBP3,4558,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.167,False
SMIM3,4559,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.167,False
TBK1,4560,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.0,False
KATNA1,4561,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.167,False
G6PD,4562,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.167,False
FAM177A1,4563,-2.1631,0.8956,0.0,3,8.3,0.629,3,0.167,False
MED25,4564,-2.1637,0.8956,0.0,3,9.9,0.629,3,0.167,True
TBCK,4565,-2.1658,0.8956,0.0,3,14.1,0.629,3,0.6,True
ARID3B,4566,-2.1667,0.8956,0.0,3,8.2,0.629,3,0.0,False
UPF3A,4567,-2.1667,0.8956,0.0,3,8.2,0.629,3,0.0,False
FUT8,4568,-2.1667,0.8956,0.0,3,8.2,0.629,3,0.0,False
CNPPD1,4569,-2.1701,0.8956,0.0,3,9.8,0.629,3,0.25,True
CHCHD7,4570,-2.1702,0.8956,0.0,3,9.8,0.629,3,0.25,True
NIPSNAP3A,4571,-2.1703,0.8956,0.0,3,8.2,0.629,3,0.0,False
CXCR6,4572,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
KCTD15,4573,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
OSBPL2,4574,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
PTP4A3,4575,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
ANKRD33B,4576,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
FKBP15,4577,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
SLC2A8,4578,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
TBKBP1,4579,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
EPOP,4580,-2.1706,1.0073,0.0001,2,8.6,0.53,2,0.0,False
MBTD1,4581,-2.1707,0.8956,0.0,3,11.8,0.629,3,0.143,True
METTL5,4582,-2.1707,0.8956,0.0,3,11.8,0.629,3,0.5,True
CD53,4583,-2.1741,0.8956,0.0,3,8.2,0.629,3,0.0,False
GBA1,4584,-2.1741,0.8956,0.0,3,8.2,0.629,3,0.0,False
RAB9A,4585,-2.1741,0.8956,0.0,3,8.2,0.629,3,0.0,False
GCC1,4586,-2.1761,0.8956,0.0,3,14.0,0.629,3,0.111,True
CISD3,4587,-2.183,0.8956,0.0,3,11.6,0.629,3,0.2,True
ASCC1,4588,-2.1836,0.8956,0.0,3,13.9,0.629,3,0.4,True
ATL3,4589,-2.1836,0.8956,0.0,3,13.9,0.629,3,0.4,True
RETREG2,4590,-2.1836,0.8956,0.0,3,13.9,0.629,3,0.4,True
PGAM5,4591,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
TRIM65,4592,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
LIX1L,4593,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
LPCAT4,4594,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
LYSMD4,4595,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ANKRD26,4596,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
MANBAL,4597,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
DOK4,4598,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
SOCS2,4599,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
EMC10,4600,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PPP6R1,4601,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ANP32A,4602,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
DNAJC9,4603,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
DNAJC18,4604,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
MAPK1IP1L,4605,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ZNF576,4606,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
CYFIP2,4607,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
CTPS2,4608,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PDXP,4609,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
TRIM56,4610,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ZNF256,4611,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
LFNG,4612,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
SUMF1,4613,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
HPSE,4614,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
HPS6,4615,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
HNRNPUL2,4616,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
HNRNPA0,4617,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
IFI44L,4618,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
TAP2,4619,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ZUP1,4620,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PLBD2,4621,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.0,False
HDGF,4622,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PIK3CB,4623,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ACBD3,4624,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
HAT1,4625,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
SAMD9L,4626,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
TESC,4627,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ZNF891,4628,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.0,False
TOMM5,4629,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.0,False
TICAM1,4630,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
JAML,4631,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
TMEM128,4632,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
TMEM14B,4633,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PI4K2B,4634,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
GALNT7,4635,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ZNF671,4636,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
G2E3,4637,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.0,False
ZNF664,4638,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
OAS3,4639,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
TMEM25,4640,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
APBB3,4641,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ST8SIA4,4642,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
TOB1,4643,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.0,False
MICAL3,4644,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
MAFG,4645,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
BDH2,4646,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ATP6V0E1,4647,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.0,False
ARHGAP21,4648,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
CHMP7,4649,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
NDFIP1,4650,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
CCNL1,4651,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
MPC1,4652,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
CHPF2,4653,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
BOLA3,4654,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ATP7A,4655,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.0,False
NEMP1,4656,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PBRM1,4657,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
NAPEPLD,4658,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
N4BP2,4659,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
BLTP3A,4660,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
CIITA,4661,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
CAMTA1,4662,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
SHPK,4663,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
NDUFA13,4664,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ARL4C,4665,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
NCF4,4666,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PARP15,4667,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
MMADHC,4668,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
NECAB3,4669,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PCYOX1L,4670,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
PTPRA,4671,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
CLK4,4672,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
NSUN5,4673,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
ZDHHC13,4674,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
VDAC1,4675,-2.1857,0.8956,0.0,3,8.1,0.629,3,0.333,False
THUMPD1,4676,-2.1863,0.8956,0.0,3,9.7,0.629,3,0.0,True
NR1H2,4677,-2.1863,0.8956,0.0,3,9.7,0.629,3,0.667,True
MAN2B1,4678,-2.1863,0.8956,0.0,3,9.7,0.629,3,0.667,True
TRPT1,4679,-2.198,1.0073,0.0001,2,13.1,0.53,2,0.5,True
RCE1,4680,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.2,False
LZTR1,4681,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.0,False
LRRFIP1,4682,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.0,False
KPNA2,4683,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.0,False
MSN,4684,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.2,False
TM6SF1,4685,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.2,False
LGALS1,4686,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.2,False
CLN6,4687,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.2,False
VPS11,4688,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.2,False
TAPT1,4689,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.0,False
ARHGAP26,4690,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.2,False
TMCO1,4691,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.0,False
TMED1,4692,-2.1981,0.8956,0.0,3,8.0,0.629,3,0.2,False
