target_contrast_gene_name,rank,regpower_eb_mean,regpower_eb_sd,p_top_1pct,n_conditions,expected_downstream,shrinkage,n_signif_conditions,xcond_reproducibility,any_offtarget
TNFSF9,4031,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.0,False
BMERB1,4032,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.5,False
PDE8A,4033,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.5,False
COA1,4034,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.0,False
LRRC32,4035,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.0,False
FAM234B,4036,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.25,False
CCDC50,4037,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.0,False
E2F5,4038,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.5,False
NCKIPSD,4039,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.125,False
TBRG4,4040,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.0,False
HMSD,4041,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.25,False
ANAPC5,4042,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.5,False
NEDD4L,4043,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.333,False
TCTN1,4044,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.5,False
DDX55,4045,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.0,False
ZNF280B,4046,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.125,False
TMEM63B,4047,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.0,False
IL26,4048,-1.9685,1.0073,0.0002,2,10.6,0.53,2,0.5,False
MYL12B,4049,-1.9711,0.8956,0.0,3,17.3,0.629,3,0.429,True
SERAC1,4050,-1.9711,0.8956,0.0,3,17.3,0.629,3,0.429,True
SERPINI1,4051,-1.9734,1.0073,0.0001,2,16.5,0.53,2,0.667,True
CAMK4,4052,-1.9736,0.8956,0.0,3,10.1,0.629,3,0.0,False
FASTK,4053,-1.9764,0.8956,0.0,3,17.2,0.629,3,1.0,True
PALS2,4054,-1.9765,0.8956,0.0,3,10.1,0.629,3,0.111,False
CDC37L1,4055,-1.9765,0.8956,0.0,3,10.1,0.629,3,0.111,False
SLC35B2,4056,-1.9765,0.8956,0.0,3,10.1,0.629,3,0.111,False
ZFP14,4057,-1.9765,0.8956,0.0,3,10.1,0.629,3,0.111,False
R3HDM1,4058,-1.9776,0.8956,0.0,3,17.2,0.629,3,0.3,True
OPN3,4059,-1.9776,0.8956,0.0,3,17.2,0.629,3,0.3,True
DIPK1A,4060,-1.978,0.8956,0.0,3,10.1,0.629,3,0.0,False
VRK3,4061,-1.9798,0.8956,0.0,3,17.1,0.629,3,0.375,True
SMARCC2,4062,-1.981,0.8956,0.0,3,10.0,0.629,3,0.067,False
CNTRL,4063,-1.981,0.8956,0.0,3,10.0,0.629,3,0.067,False
MED30,4064,-1.981,0.8956,0.0,3,10.0,0.629,3,0.0,False
KCTD9,4065,-1.9821,0.8956,0.0,3,17.1,0.629,3,0.111,True
LRIG1,4066,-1.9825,0.8956,0.0,3,10.0,0.629,3,0.0,False
SFXN2,4067,-1.9834,0.8956,0.0,3,17.1,0.629,3,0.667,True
STK36,4068,-1.9834,0.8956,0.0,3,17.1,0.629,3,0.667,True
RUFY1,4069,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
UBXN2B,4070,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
TRPC4AP,4071,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
KATNB1,4072,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
IRF7,4073,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
PIN4,4074,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
IRAK1,4075,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
CCDC7,4076,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
LRRC57,4077,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
LHPP,4078,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
INSL3,4079,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
PEDS1,4080,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
WDR45B,4081,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
TEX30,4082,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
ZNF597,4083,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
ZNF322,4084,-1.984,0.8956,0.0,3,10.0,0.629,3,0.4,False
TXNRD2,4085,-1.9854,0.8956,0.0,3,17.0,0.629,3,0.25,True
STK39,4086,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
GALNT11,4087,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
S100A6,4088,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
SUFU,4089,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
RNF19A,4090,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
APOL6,4091,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
TRAF7,4092,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
PRDX5,4093,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
ZNF232,4094,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
MARCHF8,4095,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
PGAP6,4096,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
PDE12,4097,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
MACROD1,4098,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
SFXN4,4099,-1.9855,0.8956,0.0,3,10.0,0.629,3,0.167,False
KLF6,4100,-1.9877,1.0073,0.0001,2,10.0,0.53,2,0.0,False
TRMO,4101,-1.9877,1.0073,0.0001,2,10.0,0.53,2,0.0,False
ELAC1,4102,-1.9877,1.0073,0.0001,2,10.0,0.53,2,0.0,False
ICAM2,4103,-1.9917,0.8956,0.0,3,9.9,0.629,3,0.0,False
TXNDC17,4104,-1.9937,0.8956,0.0,3,16.9,0.629,3,0.25,True
DLG3,4105,-1.9949,0.8956,0.0,3,9.9,0.629,3,0.0,False
SRP68,4106,-1.9949,0.8956,0.0,3,9.9,0.629,3,0.071,False
NDUFA10,4107,-1.9982,0.8956,0.0,3,9.8,0.629,3,0.0,False
SPPL2B,4108,-1.999,0.8956,0.0,3,14.1,0.629,3,0.333,True
HSPB1,4109,-1.9998,0.8956,0.0,3,9.8,0.629,3,0.125,False
ASF1A,4110,-1.9998,0.8956,0.0,3,9.8,0.629,3,0.125,False
PRKAA1,4111,-1.9998,0.8956,0.0,3,9.8,0.629,3,0.0,False
NBR1,4112,-1.9998,0.8956,0.0,3,9.8,0.629,3,0.125,False
IVNS1ABP,4113,-1.9998,0.8956,0.0,3,9.8,0.629,3,0.125,False
AKAP11,4114,-1.9998,0.8956,0.0,3,9.8,0.629,3,0.0,False
CEP55,4115,-1.9998,0.8956,0.0,3,9.8,0.629,3,0.0,False
NDUFAF4,4116,-1.9998,0.8956,0.0,3,9.8,0.629,3,0.125,False
TRIM22,4117,-2.0014,0.8956,0.0,3,9.8,0.629,3,0.0,False
DUSP2,4118,-2.0014,0.8956,0.0,3,9.8,0.629,3,0.0,False
DCAF4,4119,-2.0031,0.8956,0.0,3,9.8,0.629,3,0.0,False
RAD51AP1,4120,-2.0061,0.8956,0.0,3,16.7,0.629,3,0.125,True
ANKRD37,4121,-2.0065,1.0073,0.0001,2,10.2,0.53,2,0.0,False
ZC2HC1A,4122,-2.008,1.0073,0.0001,2,9.3,0.53,2,0.0,False
ERAP1,4123,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
SPAG9,4124,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
ZC3HAV1L,4125,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
CLYBL,4126,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
ZNF766,4127,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
CALHM2,4128,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
GAPVD1,4129,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
CCNT2,4130,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
FOXP4,4131,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
POC1A,4132,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
KLHL17,4133,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
BTBD1,4134,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
ACYP1,4135,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
EIF2AK1,4136,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.0,False
FOXP3,4137,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
RAD54L,4138,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
ALG9,4139,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.0,False
CIC,4140,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
CYB5R1,4141,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
SLC8B1,4142,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
TNIK,4143,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
NUCB2,4144,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
NT5C2,4145,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
AKTIP,4146,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.0,False
STAU1,4147,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
LRRC20,4148,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
AP1B1,4149,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.667,False
DEDD2,4150,-2.0082,0.8956,0.0,3,9.7,0.629,3,0.0,False
HTATSF1,4151,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.25,False
ELOVL1,4152,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.25,False
CCNI,4153,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.25,False
TMEM9,4154,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.077,False
MIER2,4155,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.0,False
LONP2,4156,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.25,False
PPP2R2A,4157,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.0,False
NCK1,4158,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.25,False
ZNF623,4159,-2.0099,0.8956,0.0,3,9.7,0.629,3,0.25,False
BABAM2,4160,-2.0111,0.8956,0.0,3,13.9,0.629,3,0.083,True
ARL6IP1,4161,-2.0169,0.8956,0.0,3,9.7,0.629,3,0.0,False
LIMK2,4162,-2.0169,0.8956,0.0,3,9.7,0.629,3,0.0,False
ABRAXAS1,4163,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
ST20,4164,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
TMEM256,4165,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
NT5C,4166,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
PDCL3,4167,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
ZNF106,4168,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
IDH1,4169,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
VCPIP1,4170,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
ATPAF1,4171,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
ABHD2,4172,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.0,False
SNTB2,4173,-2.0205,0.8956,0.0,3,9.6,0.629,3,0.2,False
BPNT1,4174,-2.0219,0.8956,0.0,3,16.4,0.629,3,0.017,True
BSG,4175,-2.0242,0.8956,0.0,3,9.6,0.629,3,0.0,False
KIAA1143,4176,-2.0254,0.8956,0.0,3,16.3,0.629,3,0.667,True
RAB5C,4177,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
ARFGAP3,4178,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
ATP6V0A1,4179,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
SLC35D1,4180,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
PNMA1,4181,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
DNAJC14,4182,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
CNNM4,4183,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
NEURL4,4184,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
ENO2,4185,-2.026,0.8956,0.0,3,9.6,0.629,3,0.143,False
RNF168,4186,-2.026,0.8956,0.0,3,9.6,0.629,3,0.143,False
YIF1A,4187,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
SOS1,4188,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
PLEKHO2,4189,-2.026,0.8956,0.0,3,9.6,0.629,3,0.143,False
VPS26A,4190,-2.026,0.8956,0.0,3,9.6,0.629,3,0.083,False
SENP7,4191,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
THUMPD3,4192,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
NCEH1,4193,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
IP6K2,4194,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
RTL8C,4195,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
DELE1,4196,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
PCBD1,4197,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
INSIG2,4198,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
KHK,4199,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
C12orf43,4200,-2.026,0.8956,0.0,3,9.6,0.629,3,0.143,False
JOSD1,4201,-2.026,0.8956,0.0,3,9.6,0.629,3,0.083,False
TDG,4202,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
MTERF4,4203,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
NPM3,4204,-2.026,0.8956,0.0,3,9.6,0.629,3,0.143,False
PNPO,4205,-2.026,0.8956,0.0,3,9.6,0.629,3,0.083,False
CLEC2B,4206,-2.026,0.8956,0.0,3,9.6,0.629,3,0.143,False
TRMT61B,4207,-2.026,0.8956,0.0,3,9.6,0.629,3,0.143,False
CLIC5,4208,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
N4BP2L2,4209,-2.026,0.8956,0.0,3,9.6,0.629,3,0.143,False
B3GALNT2,4210,-2.026,0.8956,0.0,3,9.6,0.629,3,0.5,False
PPP1CB,4211,-2.0298,0.8956,0.0,3,9.5,0.629,3,0.0,False
WDR77,4212,-2.0318,1.0073,0.0001,2,16.9,0.53,2,0.2,True
KIF9,4213,-2.0318,1.0073,0.0001,2,16.9,0.53,2,0.2,True
NFKBIB,4214,-2.0318,1.0073,0.0001,2,16.9,0.53,2,0.026,True
HELQ,4215,-2.032,1.0073,0.0001,2,9.5,0.53,2,0.0,False
TMEM208,4216,-2.032,1.0073,0.0001,2,9.5,0.53,2,0.0,False
PTGIS,4217,-2.032,1.0073,0.0001,2,9.5,0.53,2,0.0,False
POLR3GL,4218,-2.0336,0.8956,0.0,3,9.5,0.629,3,0.0,False
ARHGAP1,4219,-2.0361,0.8956,0.0,3,16.2,0.629,3,0.5,True
CCDC90B,4220,-2.0395,0.8956,0.0,3,9.4,0.629,3,0.0,False
PAXX,4221,-2.0404,0.8956,0.0,3,11.3,0.629,3,0.167,True
NMI,4222,-2.0415,0.8956,0.0,3,9.4,0.629,3,0.0,False
ITSN2,4223,-2.0415,0.8956,0.0,3,9.4,0.629,3,0.0,False
RHOT1,4224,-2.0435,0.8956,0.0,3,9.4,0.629,3,0.0,False
NUP35,4225,-2.0435,0.8956,0.0,3,9.4,0.629,3,0.0,False
E2F4,4226,-2.0455,0.8956,0.0,3,9.4,0.629,3,0.0,False
PPP4R2,4227,-2.0455,0.8956,0.0,3,9.4,0.629,3,0.0,False
BPGM,4228,-2.0455,0.8956,0.0,3,9.4,0.629,3,0.0,False
GTPBP3,4229,-2.0475,0.8956,0.0,3,13.4,0.629,3,0.077,True
PKN1,4230,-2.0476,0.8956,0.0,3,9.4,0.629,3,0.0,False
CNEP1R1,4231,-2.0476,0.8956,0.0,3,9.4,0.629,3,0.0,False
GGNBP2,4232,-2.0481,0.8956,0.0,3,16.0,0.629,3,0.154,True
EPB41,4233,-2.0508,1.0073,0.0001,2,9.7,0.53,2,0.0,False
TRMT2A,4234,-2.0508,1.0073,0.0001,2,9.7,0.53,2,0.0,False
HNRNPF,4235,-2.0508,1.0073,0.0001,2,9.7,0.53,2,0.0,False
CCDC85B,4236,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
EAF1,4237,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
BCAS4,4238,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
BOD1,4239,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
TNIP1,4240,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
CEP41,4241,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
PRMT3,4242,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
CDPF1,4243,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
ATF1,4244,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
ADAM8,4245,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
ZNF714,4246,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
TMED7,4247,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
HSH2D,4248,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
TRAPPC9,4249,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
ZNF552,4250,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
SAMD8,4251,-2.056,0.8956,0.0,3,9.3,0.629,3,0.167,False
HMG20A,4252,-2.0605,0.8956,0.0,3,15.8,0.629,3,0.8,True
DDIT3,4253,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
NEDD9,4254,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
AQP3,4255,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
FBXW5,4256,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
TRAM2,4257,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.5,False
CD300A,4258,-2.0612,1.0073,0.0001,2,8.8,0.53,2,1.0,False
SLC16A3,4259,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
SLC22A18,4260,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
RDM1,4261,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
ISL2,4262,-2.0612,1.0073,0.0001,2,8.8,0.53,2,1.0,False
ZNF682,4263,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
H2BC3,4264,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
CRYBG1,4265,-2.0612,1.0073,0.0001,2,8.8,0.53,2,0.0,False
MLLT1,4266,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
IL23A,4267,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
SLC25A15,4268,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.1,False
ACSL4,4269,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
NBEAL2,4270,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
POGLUT2,4271,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
LXN,4272,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
SEC22B,4273,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
CD109,4274,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
PIF1,4275,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
UBE2S,4276,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
CLU,4277,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
PHF14,4278,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
SFT2D1,4279,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
POLI,4280,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
SNX27,4281,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
PRICKLE3,4282,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
ZFP1,4283,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
ARSB,4284,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
PPP1R21,4285,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
SDHAF2,4286,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
APP,4287,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
ZNF318,4288,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
C1GALT1,4289,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
TIMM21,4290,-2.0626,0.8956,0.0,3,9.2,0.629,3,0.25,False
FAM162A,4291,-2.0637,0.8956,0.0,3,13.2,0.629,3,0.286,True
NFE2L3,4292,-2.0648,0.8956,0.0,3,9.2,0.629,3,0.0,False
RAB7A,4293,-2.0648,0.8956,0.0,3,9.2,0.629,3,0.0,False
NPDC1,4294,-2.067,0.8956,0.0,3,9.2,0.629,3,0.0,False
C1orf43,4295,-2.0691,0.8956,0.0,3,15.6,0.629,3,0.222,True
TRAPPC12,4296,-2.0711,0.8956,0.0,3,15.6,0.629,3,0.6,True
GOLGA2,4297,-2.0716,0.8956,0.0,3,15.6,0.629,3,0.333,True
CHP1,4298,-2.0763,0.8956,0.0,3,9.1,0.629,3,0.0,False
KCNK6,4299,-2.0766,0.8956,0.0,3,15.5,0.629,3,0.083,True
SLIRP,4300,-2.0766,0.8956,0.0,3,15.5,0.629,3,0.037,True
STAP2,4301,-2.0766,0.8956,0.0,3,15.5,0.629,3,0.286,True
GPBP1L1,4302,-2.0766,0.8956,0.0,3,15.5,0.629,3,0.286,True
TXNDC12,4303,-2.0781,0.8956,0.0,3,15.5,0.629,3,0.022,True
ARV1,4304,-2.0781,0.8956,0.0,3,15.5,0.629,3,0.5,True
THADA,4305,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
BATF3,4306,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
EVL,4307,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
ZNF684,4308,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
DBT,4309,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
SAMD9,4310,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
SMARCAL1,4311,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
TAX1BP1,4312,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.0,False
GOPC,4313,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
TIMM10B,4314,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
PIP5K1C,4315,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
RNF38,4316,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
RNF114,4317,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
ZNF692,4318,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
MKKS,4319,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
FGL2,4320,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
ZNF107,4321,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
RABEP1,4322,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
ARHGDIB,4323,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
NIN,4324,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
MAP2K2,4325,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
ZNF550,4326,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
EPSTI1,4327,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
TTLL12,4328,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
DESI2,4329,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
RGS10,4330,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
GNB5,4331,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
BZW1,4332,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
NBL1,4333,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
MAP4K2,4334,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
ZNF141,4335,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
SLC35A4,4336,-2.0787,0.8956,0.0,3,9.0,0.629,3,0.667,False
AKR1A1,4337,-2.0798,0.8956,0.0,3,10.8,0.629,3,0.0,True
CCP110,4338,-2.0817,0.8956,0.0,3,15.4,0.629,3,0.182,True
NAGK,4339,-2.0835,0.8956,0.0,3,9.0,0.629,3,0.111,False
MIEF1,4340,-2.0835,0.8956,0.0,3,9.0,0.629,3,0.111,False
RWDD1,4341,-2.0835,0.8956,0.0,3,9.0,0.629,3,0.0,False
KLHL42,4342,-2.0852,1.0073,0.0001,2,9.0,0.53,2,1.0,False
DUSP5,4343,-2.0852,1.0073,0.0001,2,9.0,0.53,2,0.0,False
AHRR,4344,-2.0852,1.0073,0.0001,2,9.0,0.53,2,1.0,False
ZNF764,4345,-2.0852,1.0073,0.0001,2,9.0,0.53,2,0.0,False
IFFO1,4346,-2.0852,1.0073,0.0001,2,9.0,0.53,2,0.0,False
NR1D2,4347,-2.0852,1.0073,0.0001,2,9.0,0.53,2,0.0,False
MOB3A,4348,-2.0852,1.0073,0.0001,2,9.0,0.53,2,0.0,False
VMAC,4349,-2.0852,1.0073,0.0001,2,9.0,0.53,2,0.5,False
GCDH,4350,-2.0852,1.0073,0.0001,2,9.0,0.53,2,1.0,False
BCL2L11,4351,-2.0852,1.0073,0.0001,2,9.0,0.53,2,0.0,False
CLCN6,4352,-2.0866,1.0073,0.0001,2,15.4,0.53,2,1.0,True
VPS13A,4353,-2.0885,0.8956,0.0,3,9.0,0.629,3,0.0,False
SRXN1,4354,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
PRDM4,4355,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
ARF6,4356,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
FNDC10,4357,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
APOL2,4358,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
DEXI,4359,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
ZNF345,4360,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
ZSCAN21,4361,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
LEMD3,4362,-2.091,0.8956,0.0,3,8.9,0.629,3,0.2,False
